gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean	sd	varcoeff	libtype	sample_name	norm.method	cluster
UL54	E	1h	1	PC_12	PC_12_1h	LT934125.1	-	443207.126941	PC_12_1h	0.0201005025110662	0.0201005025110662			dcDNA	PC_12_1h	viral_read.count	cluster_2
UL54	E	1h	1	PK_15	PK_15_1h	LT934125.1	-	134502.923971	PK_15_1h	0	0			dcDNA	PK_15_1h	viral_read.count	cluster_2
UL54	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	523316.062167	PC_12_2.5h	0.0183875530404211	0.0183875530404211			dcDNA	PC_12_2.5h	viral_read.count	cluster_2
UL54	E	2h	2	C6	C6_2h	LT934125.1	-	474597.273858	C6_2h	0.00522193211489351	0.00522193211489351			dcDNA	C6_2h	viral_read.count	cluster_2
UL54	E	2h	2	NRK	NRK_2h	LT934125.1	-	559870.55017	NRK_2h	0.0115606936407616	0.0115606936407616			dcDNA	NRK_2h	viral_read.count	cluster_2
UL54	E	2h	2	PC_12	PC_12_2h	LT934125.1	-	501000.667129	PC_12_2h	0.015978695078142	0.015978695078142			dcDNA	PC_12_2h	viral_read.count	cluster_2
UL54	E	2h	2	PK_15	PK_15_2h	LT934125.1	-	507241.129629	PK_15_2h	0.0164168451109054	0.0164168451109054			dcDNA	PK_15_2h	viral_read.count	cluster_2
UL54	E	4h	4	C6	C6_4h	LT934125.1	-	528113.505012	C6_4h	0.00597014925404787	0.00597014925404787			dcDNA	C6_4h	viral_read.count	cluster_2
UL54	E	4h	4	PC_12	PC_12_4h	LT934125.1	-	444589.439919	PC_12_4h	0.0036125536276629	0.0036125536276629			dcDNA	PC_12_4h	viral_read.count	cluster_2
UL54	E	4h	4	PK_15	PK_15_4h	LT934125.1	-	560972.639473	PK_15_4h	0.00354584268114869	0.00354584268114869			dcDNA	PK_15_4h	viral_read.count	cluster_2
UL54	E	6h	6	C6	C6_6h	LT934125.1	-	504527.813725	C6_6h	0.00769230769329872	0.00769230769329872			dcDNA	C6_6h	viral_read.count	cluster_2
UL54	E	6h	6	PC_12	PC_12_6h	LT934125.1	-	516283.780172	PC_12_6h	0.00258104480554485	0.00258104480554485			dcDNA	PC_12_6h	viral_read.count	cluster_2
UL54	E	6h	6	PK_15	PK_15_6h	LT934125.1	-	586746.667283	PK_15_6h	0.00167683764878626	0.00167683764878626			dcDNA	PK_15_6h	viral_read.count	cluster_2
UL54	E	8h	8	C6	C6_8h	LT934125.1	-	571267.150906	C6_8h	0.00276914382437561	0.00276914382437561			dcDNA	C6_8h	viral_read.count	cluster_2
UL54	E	8h	8	PC_12	PC_12_8h	LT934125.1	-	580883.292866	PC_12_8h	0.00187049568191084	0.00187049568191084			dcDNA	PC_12_8h	viral_read.count	cluster_2
UL54	E	8h	8	PK_15	PK_15_8h	LT934125.1	-	617121.127721	PK_15_8h	0.00107318251839114	0.00107318251839114			dcDNA	PK_15_8h	viral_read.count	cluster_2
UL53	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	451612.903224	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_3
UL53	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	515486.725677	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	viral_read.count	cluster_3
UL53	L	12h	12	C6	C6_12h	LT934125.1	-	567351.334736	C6_12h	0.000443759631088473	0.000443759631088473			dcDNA	C6_12h	viral_read.count	cluster_3
UL53	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	639628.140639	PC_12_12h	0.000128054636430119	0.000128054636430119			dcDNA	PC_12_12h	viral_read.count	cluster_3
UL53	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	709931.350122	PK_15_12h	0.00025464156776417	0.00025464156776417			dcDNA	PK_15_12h	viral_read.count	cluster_3
UL53	L	1h	1	C6	C6_1h	LT934125.1	-	539291.217247	C6_1h	0	0			dcDNA	C6_1h	viral_read.count	cluster_3
UL53	L	1h	1	NRK	NRK_1h	LT934125.1	-	575757.575757	NRK_1h	0	0			dcDNA	NRK_1h	viral_read.count	cluster_3
UL53	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	443207.126941	PC_12_1h	0	0			dcDNA	PC_12_1h	viral_read.count	cluster_3
UL53	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	134502.923971	PK_15_1h	0	0			dcDNA	PK_15_1h	viral_read.count	cluster_3
UL53	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	523316.062167	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	viral_read.count	cluster_3
UL53	L	2h	2	C6	C6_2h	LT934125.1	-	474597.273858	C6_2h	0	0			dcDNA	C6_2h	viral_read.count	cluster_3
UL53	L	2h	2	NRK	NRK_2h	LT934125.1	-	559870.55017	NRK_2h	0	0			dcDNA	NRK_2h	viral_read.count	cluster_3
UL53	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	501000.667129	PC_12_2h	0	0			dcDNA	PC_12_2h	viral_read.count	cluster_3
UL53	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	507241.129629	PK_15_2h	0.000713775874730054	0.000713775874730054			dcDNA	PK_15_2h	viral_read.count	cluster_3
UL53	L	4h	4	C6	C6_4h	LT934125.1	-	528113.505012	C6_4h	0	0			dcDNA	C6_4h	viral_read.count	cluster_3
UL53	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	444589.439919	PC_12_4h	0.000225784602572406	0.000225784602572406			dcDNA	PC_12_4h	viral_read.count	cluster_3
UL53	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	560972.639473	PK_15_4h	0.000506548956232431	0.000506548956232431			dcDNA	PK_15_4h	viral_read.count	cluster_3
UL53	L	6h	6	C6	C6_6h	LT934125.1	-	504527.813725	C6_6h	0.00119658119845313	0.00119658119845313			dcDNA	C6_6h	viral_read.count	cluster_3
UL53	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	516283.780172	PC_12_6h	0.000361346271497912	0.000361346271497912			dcDNA	PC_12_6h	viral_read.count	cluster_3
UL53	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	586746.667283	PK_15_6h	0.000604761118871175	0.000604761118871175			dcDNA	PK_15_6h	viral_read.count	cluster_3
UL53	L	8h	8	C6	C6_8h	LT934125.1	-	571267.150906	C6_8h	0.000169539417497396	0.000169539417497396			dcDNA	C6_8h	viral_read.count	cluster_3
UL53	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	580883.292866	PC_12_8h	0.000440116631240375	0.000440116631240375			dcDNA	PC_12_8h	viral_read.count	cluster_3
UL53	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	617121.127721	PK_15_8h	0.000639645209454668	0.000639645209454668			dcDNA	PK_15_8h	viral_read.count	cluster_3
UL52	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	451612.903224	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_4
UL52	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	515486.725677	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	viral_read.count	cluster_4
UL52	E	12h	12	C6	C6_12h	LT934125.1	-	567351.334736	C6_12h	0.00014791987585444	0.00014791987585444			dcDNA	C6_12h	viral_read.count	cluster_4
UL52	E	12h	12	PC_12	PC_12_12h	LT934125.1	-	639628.140639	PC_12_12h	5.33560983822654e-05	5.33560983822654e-05			dcDNA	PC_12_12h	viral_read.count	cluster_4
UL52	E	12h	12	PK_15	PK_15_12h	LT934125.1	-	709931.350122	PK_15_12h	0	0			dcDNA	PK_15_12h	viral_read.count	cluster_4
UL52	E	1h	1	C6	C6_1h	LT934125.1	-	539291.217247	C6_1h	0	0			dcDNA	C6_1h	viral_read.count	cluster_4
UL52	E	1h	1	NRK	NRK_1h	LT934125.1	-	575757.575757	NRK_1h	0	0			dcDNA	NRK_1h	viral_read.count	cluster_4
UL52	E	1h	1	PC_12	PC_12_1h	LT934125.1	-	443207.126941	PC_12_1h	0	0			dcDNA	PC_12_1h	viral_read.count	cluster_4
UL52	E	1h	1	PK_15	PK_15_1h	LT934125.1	-	134502.923971	PK_15_1h	0.0217391304342977	0.0217391304342977			dcDNA	PK_15_1h	viral_read.count	cluster_4
UL52	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	523316.062167	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	viral_read.count	cluster_4
UL52	E	2h	2	C6	C6_2h	LT934125.1	-	474597.273858	C6_2h	0.00261096605744676	0.00261096605744676			dcDNA	C6_2h	viral_read.count	cluster_4
UL52	E	2h	2	NRK	NRK_2h	LT934125.1	-	559870.55017	NRK_2h	0	0			dcDNA	NRK_2h	viral_read.count	cluster_4
UL52	E	2h	2	PC_12	PC_12_2h	LT934125.1	-	501000.667129	PC_12_2h	0	0			dcDNA	PC_12_2h	viral_read.count	cluster_4
UL52	E	2h	2	PK_15	PK_15_2h	LT934125.1	-	507241.129629	PK_15_2h	0.000713775874730054	0.000713775874730054			dcDNA	PK_15_2h	viral_read.count	cluster_4
UL52	E	4h	4	C6	C6_4h	LT934125.1	-	528113.505012	C6_4h	0	0			dcDNA	C6_4h	viral_read.count	cluster_4
UL52	E	4h	4	PC_12	PC_12_4h	LT934125.1	-	444589.439919	PC_12_4h	0	0			dcDNA	PC_12_4h	viral_read.count	cluster_4
UL52	E	4h	4	PK_15	PK_15_4h	LT934125.1	-	560972.639473	PK_15_4h	0.000217092409559239	0.000217092409559239			dcDNA	PK_15_4h	viral_read.count	cluster_4
UL52	E	6h	6	C6	C6_6h	LT934125.1	-	504527.813725	C6_6h	0.000170940171490741	0.000170940171490741			dcDNA	C6_6h	viral_read.count	cluster_4
UL52	E	6h	6	PC_12	PC_12_6h	LT934125.1	-	516283.780172	PC_12_6h	0.000103241792686655	0.000103241792686655			dcDNA	PC_12_6h	viral_read.count	cluster_4
UL52	E	6h	6	PK_15	PK_15_6h	LT934125.1	-	586746.667283	PK_15_6h	4.12337118368852e-05	4.12337118368852e-05			dcDNA	PK_15_6h	viral_read.count	cluster_4
UL52	E	8h	8	C6	C6_8h	LT934125.1	-	571267.150906	C6_8h	5.65131391657985e-05	5.65131391657985e-05			dcDNA	C6_8h	viral_read.count	cluster_4
UL52	E	8h	8	PC_12	PC_12_8h	LT934125.1	-	580883.292866	PC_12_8h	0.000275072894955613	0.000275072894955613			dcDNA	PC_12_8h	viral_read.count	cluster_4
UL52	E	8h	8	PK_15	PK_15_8h	LT934125.1	-	617121.127721	PK_15_8h	7.81788595995241e-05	7.81788595995241e-05			dcDNA	PK_15_8h	viral_read.count	cluster_4
UL51	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	451612.903224	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_4
UL51	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	515486.725677	PC_12_1.5h	0.0085836909867831	0.0085836909867831			dcDNA	PC_12_1.5h	viral_read.count	cluster_4
UL51	L	12h	12	C6	C6_12h	LT934125.1	+	567351.334736	C6_12h	0.00468412942790839	0.00468412942790839			dcDNA	C6_12h	viral_read.count	cluster_4
UL51	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	639628.140639	PC_12_12h	0.0025610927332926	0.0025610927332926			dcDNA	PC_12_12h	viral_read.count	cluster_4
UL51	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	709931.350122	PK_15_12h	0.00101211965055004	0.00101211965055004			dcDNA	PK_15_12h	viral_read.count	cluster_4
UL51	L	1h	1	C6	C6_1h	LT934125.1	+	539291.217247	C6_1h	0	0			dcDNA	C6_1h	viral_read.count	cluster_4
UL51	L	1h	1	NRK	NRK_1h	LT934125.1	+	575757.575757	NRK_1h	0	0			dcDNA	NRK_1h	viral_read.count	cluster_4
UL51	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	443207.126941	PC_12_1h	0.0100502512555331	0.0100502512555331			dcDNA	PC_12_1h	viral_read.count	cluster_4
UL51	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	134502.923971	PK_15_1h	0.0217391304342977	0.0217391304342977			dcDNA	PK_15_1h	viral_read.count	cluster_4
UL51	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	523316.062167	PC_12_2.5h	0.00282885431391093	0.00282885431391093			dcDNA	PC_12_2.5h	viral_read.count	cluster_4
UL51	L	2h	2	C6	C6_2h	LT934125.1	+	474597.273858	C6_2h	0.00783289817234027	0.00783289817234027			dcDNA	C6_2h	viral_read.count	cluster_4
UL51	L	2h	2	NRK	NRK_2h	LT934125.1	+	559870.55017	NRK_2h	0.00578034682127385	0.00578034682127385			dcDNA	NRK_2h	viral_read.count	cluster_4
UL51	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	501000.667129	PC_12_2h	0.00932090545859014	0.00932090545859014			dcDNA	PC_12_2h	viral_read.count	cluster_4
UL51	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	507241.129629	PK_15_2h	0.00428265524640887	0.00428265524640887			dcDNA	PK_15_2h	viral_read.count	cluster_4
UL51	L	4h	4	C6	C6_4h	LT934125.1	+	528113.505012	C6_4h	0.00895522388107181	0.00895522388107181			dcDNA	C6_4h	viral_read.count	cluster_4
UL51	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	444589.439919	PC_12_4h	0.0110634454743148	0.0110634454743148			dcDNA	PC_12_4h	viral_read.count	cluster_4
UL51	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	560972.639473	PK_15_4h	0	0			dcDNA	PK_15_4h	viral_read.count	cluster_4
UL51	L	6h	6	C6	C6_6h	LT934125.1	+	504527.813725	C6_6h	0	0			dcDNA	C6_6h	viral_read.count	cluster_4
UL51	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	516283.780172	PC_12_6h	0	0			dcDNA	PC_12_6h	viral_read.count	cluster_4
UL51	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	586746.667283	PK_15_6h	0.00772444884261094	0.00772444884261094			dcDNA	PK_15_6h	viral_read.count	cluster_4
UL51	L	8h	8	C6	C6_8h	LT934125.1	+	571267.150906	C6_8h	0	0			dcDNA	C6_8h	viral_read.count	cluster_4
UL51	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	580883.292866	PC_12_8h	0	0			dcDNA	PC_12_8h	viral_read.count	cluster_4
UL51	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	617121.127721	PK_15_8h	0.00471205304984253	0.00471205304984253			dcDNA	PK_15_8h	viral_read.count	cluster_4
UL50	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	451612.903224	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_4
UL50	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	515486.725677	PC_12_1.5h	0.0386266094434338	0.0386266094434338			dcDNA	PC_12_1.5h	viral_read.count	cluster_4
UL50	L	12h	12	C6	C6_12h	LT934125.1	-	567351.334736	C6_12h	0.00372265023221066	0.00372265023221066			dcDNA	C6_12h	viral_read.count	cluster_4
UL50	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	639628.140639	PC_12_12h	0.00161135417677269	0.00161135417677269			dcDNA	PC_12_12h	viral_read.count	cluster_4
UL50	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	709931.350122	PK_15_12h	0.00098310985122725	0.00098310985122725			dcDNA	PK_15_12h	viral_read.count	cluster_4
UL50	L	1h	1	C6	C6_1h	LT934125.1	-	539291.217247	C6_1h	0.0228571428567402	0.0228571428567402			dcDNA	C6_1h	viral_read.count	cluster_4
UL50	L	1h	1	NRK	NRK_1h	LT934125.1	-	575757.575757	NRK_1h	0.0526315789473684	0.0526315789473684			dcDNA	NRK_1h	viral_read.count	cluster_4
UL50	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	443207.126941	PC_12_1h	0.025125628141089	0.025125628141089			dcDNA	PC_12_1h	viral_read.count	cluster_4
UL50	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	134502.923971	PK_15_1h	0.0217391304342977	0.0217391304342977			dcDNA	PK_15_1h	viral_read.count	cluster_4
UL50	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	523316.062167	PC_12_2.5h	0.0268741159821539	0.0268741159821539			dcDNA	PC_12_2.5h	viral_read.count	cluster_4
UL50	L	2h	2	C6	C6_2h	LT934125.1	-	474597.273858	C6_2h	0.0313315926893611	0.0313315926893611			dcDNA	C6_2h	viral_read.count	cluster_4
UL50	L	2h	2	NRK	NRK_2h	LT934125.1	-	559870.55017	NRK_2h	0.0346820809240708	0.0346820809240708			dcDNA	NRK_2h	viral_read.count	cluster_4
UL50	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	501000.667129	PC_12_2h	0.0213049267642026	0.0213049267642026			dcDNA	PC_12_2h	viral_read.count	cluster_4
UL50	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	507241.129629	PK_15_2h	0	0			dcDNA	PK_15_2h	viral_read.count	cluster_4
UL50	L	4h	4	C6	C6_4h	LT934125.1	-	528113.505012	C6_4h	0.0109452736317899	0.0109452736317899			dcDNA	C6_4h	viral_read.count	cluster_4
UL50	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	444589.439919	PC_12_4h	0	0			dcDNA	PC_12_4h	viral_read.count	cluster_4
UL50	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	560972.639473	PK_15_4h	0	0			dcDNA	PK_15_4h	viral_read.count	cluster_4
UL50	L	6h	6	C6	C6_6h	LT934125.1	-	504527.813725	C6_6h	0	0			dcDNA	C6_6h	viral_read.count	cluster_4
UL50	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	516283.780172	PC_12_6h	0.00738178814707356	0.00738178814707356			dcDNA	PC_12_6h	viral_read.count	cluster_4
UL50	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	586746.667283	PK_15_6h	0.00468689867423415	0.00468689867423415			dcDNA	PK_15_6h	viral_read.count	cluster_4
UL50	L	8h	8	C6	C6_8h	LT934125.1	-	571267.150906	C6_8h	0	0			dcDNA	C6_8h	viral_read.count	cluster_4
UL50	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	580883.292866	PC_12_8h	0	0			dcDNA	PC_12_8h	viral_read.count	cluster_4
UL50	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	617121.127721	PK_15_8h	0.00327640491011372	0.00327640491011372			dcDNA	PK_15_8h	viral_read.count	cluster_4
UL49.5	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	451612.903224	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_5
UL49.5	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	515486.725677	PC_12_1.5h	0.0515021459245785	0.0515021459245785			dcDNA	PC_12_1.5h	viral_read.count	cluster_5
UL49.5	L	12h	12	C6	C6_12h	LT934125.1	+	567351.334736	C6_12h	0.0216825885969303	0.0216825885969303			dcDNA	C6_12h	viral_read.count	cluster_5
UL49.5	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	639628.140639	PC_12_12h	0.016380322270582	0.016380322270582			dcDNA	PC_12_12h	viral_read.count	cluster_5
UL49.5	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	709931.350122	PK_15_12h	0.0171447911293231	0.0171447911293231			dcDNA	PK_15_12h	viral_read.count	cluster_5
UL49.5	L	1h	1	C6	C6_1h	LT934125.1	+	539291.217247	C6_1h	0.0457142857134804	0.0457142857134804			dcDNA	C6_1h	viral_read.count	cluster_5
UL49.5	L	1h	1	NRK	NRK_1h	LT934125.1	+	575757.575757	NRK_1h	0.0350877192982456	0.0350877192982456			dcDNA	NRK_1h	viral_read.count	cluster_5
UL49.5	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	443207.126941	PC_12_1h	0.0502512562821781	0.0502512562821781			dcDNA	PC_12_1h	viral_read.count	cluster_5
UL49.5	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	134502.923971	PK_15_1h	0.0652173913028932	0.0652173913028932			dcDNA	PK_15_1h	viral_read.count	cluster_5
UL49.5	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	523316.062167	PC_12_2.5h	0.0523338048092632	0.0523338048092632			dcDNA	PC_12_2.5h	viral_read.count	cluster_5
UL49.5	L	2h	2	C6	C6_2h	LT934125.1	+	474597.273858	C6_2h	0	0			dcDNA	C6_2h	viral_read.count	cluster_5
UL49.5	L	2h	2	NRK	NRK_2h	LT934125.1	+	559870.55017	NRK_2h	0.034682080925857	0.034682080925857			dcDNA	NRK_2h	viral_read.count	cluster_5
UL49.5	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	501000.667129	PC_12_2h	0.0519307589869954	0.0519307589869954			dcDNA	PC_12_2h	viral_read.count	cluster_5
UL49.5	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	507241.129629	PK_15_2h	0.0499643112035035	0.0499643112035035			dcDNA	PK_15_2h	viral_read.count	cluster_5
UL49.5	L	4h	4	C6	C6_4h	LT934125.1	+	528113.505012	C6_4h	0.0179104477640372	0.0179104477640372			dcDNA	C6_4h	viral_read.count	cluster_5
UL49.5	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	444589.439919	PC_12_4h	0.02777150598145	0.02777150598145			dcDNA	PC_12_4h	viral_read.count	cluster_5
UL49.5	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	560972.639473	PK_15_4h	0.0421159273439701	0.0421159273439701			dcDNA	PK_15_4h	viral_read.count	cluster_5
UL49.5	L	6h	6	C6	C6_6h	LT934125.1	+	504527.813725	C6_6h	0.0254700854688742	0.0254700854688742			dcDNA	C6_6h	viral_read.count	cluster_5
UL49.5	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	516283.780172	PC_12_6h	0.0267396242012499	0.0267396242012499			dcDNA	PC_12_6h	viral_read.count	cluster_5
UL49.5	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	586746.667283	PK_15_6h	0.0177854747370328	0.0177854747370328			dcDNA	PK_15_6h	viral_read.count	cluster_5
UL49.5	L	8h	8	C6	C6_8h	LT934125.1	+	571267.150906	C6_8h	0.0240745973458975	0.0240745973458975			dcDNA	C6_8h	viral_read.count	cluster_5
