seqnames	cmp_ref	class_code	N
LT934125.1	UL16	5`-short	1770
LT934125.1	UL17-16	5`-short	540
LT934125.1	UL20-19	5`-long	29
LT934125.1	IE180	5`-long	12
LT934125.1	IE180_2	5`-long	10
LT934125.1	UL51	5`-long	315
LT934125.1	UL32-31	5`-long	33
LT934125.1	UL44	3`-long	79
LT934125.1	UL15-splice	3`-short	28
LT934125.1	UL30	3`-short	71
LT934125.1	US4	3`-long	83
LT934125.1	AZURE-M	5`-short	320
LT934125.1	US1-splice	3`-long	8
LT934125.1	UL42	3`-long	235
LT934125.1	UL2-3-3.5	3`-long	3
LT934125.1	UL43-44	3`-long	15
LT934125.1	UL47-46	3`-long	1
LT934125.1	UL29	3`-long	1
LT934125.1	UL46	3`-long	2
LT934125.1	UL16	5`-long	609
LT934125.1	UL18-17-16	5`-short	34
LT934125.1	UL23	3`-long	34
LT934125.1	UL50	3`-long	3
LT934125.1	US6-7	3`-long	3
LT934125.1	UL3.5	3`-long	11
LT934125.1	UL21	3`-long	38
LT934125.1	UL9L-8	5`-long	4
LT934125.1	UL38-39-40	3`-short	22
LT934125.1	UL20	3`-long	132
LT934125.1	UL19-18	5`-long	32
LT934125.1	UL51-50-49.5-49	5`-long	41
LT934125.1	UL40	3`-long	4
LT934125.1	US9-2	3`-long	14
LT934125.1	AZURE-M	3`-short	16
LT934125.1	UL20	3`-short	202
LT934125.1	UL18-17-16	3`-short	3
LT934125.1	US6	3`-short	582
LT934125.1	UL49	3`-long	10
LT934125.1	UL11	~	104
LT934125.1	UL18	~	1213
LT934125.1	UL34-35	~	88
LT934125.1	UL35	~	106
LT934125.1	UL38	~	71
LT934125.1	UL40	~	97
LT934125.1	UL42	~	201
LT934125.1	US2	~	247
LT934125.1	US3-4	~	68
LT934125.1	US4	~	177
LT934125.1	US7	~	122
LT934125.1	CTO-S	~	266
LT934125.1	EP0-sp1	~	1
LT934125.1	UL21	~	94
LT934125.1	UL26-26.5	~	68
LT934125.1	UL27	~	118
LT934125.1	UL3.5	~	192
LT934125.1	UL31	~	95
LT934125.1	UL41	~	493
LT934125.1	UL28L-27	5`-short	103
LT934125.1	UL24-25-26-26.5	3`-short	358
LT934125.1	UL36-UL36.5	3`-short	38
LT934125.1	UL51	3`-long	21
LT934125.1	UL16	~	35
LT934125.1	UL19-18	~	169
LT934125.1	UL4	~	38
LT934125.1	UL44	~	92
LT934125.1	UL49	~	238
LT934125.1	US4-6-7	~	3
LT934125.1	NOIR_2-1M-2	~	244
LT934125.1	UL10	~	126
LT934125.1	UL25	~	32
LT934125.1	NOIR-1M	~	254
LT934125.1	UL46	~	185
LT934125.1	US6-7	~	25
LT934125.1	UL3-3.5	~	33
LT934125.1	UL25-26-26.5	3`-long	2
LT934125.1	UL53-54	~	13
LT934125.1	UL47-46	~	62
LT934125.1	UL7	~	32
LT934125.1	ORF-1	~	115
LT934125.1	UL38-39-40	~	1
LT934125.1	UL54	~	31
LT934125.1	UL19	~	19
LT934125.1	UL23	~	244
LT934125.1	UL24-25-26-26.5	~	3
LT934125.1	UL36.5	~	15
LT934125.1	UL6-7	~	17
LT934125.1	UL25-26-26.5	~	10
LT934125.1	UL17-16	5`-long	131
LT934125.1	UL53-54	5`-long	187
LT934125.1	UL33	3`-long	21
LT934125.1	UL50	~	43
LT934125.1	UL12-11	~	17
LT934125.1	UL27	3`-long	7
LT934125.1	UL5	~	19
LT934125.1	UL33-34-35	~	21
LT934125.1	UL49.5-49	~	731
LT934125.1	UL43	~	249
LT934125.1	UL20	5`-short	2
LT934125.1	UL51	~	36
LT934125.1	UL30	3`-long	8
LT934125.1	UL33	3`-short	168
LT934125.1	US9-2	~	129
LT934125.1	UL43-44	~	39
LT934125.1	UL8	~	16
LT934125.1	UL52-53-54	5`-long	17
LT934125.1	US8-9-2	3`-long	5
LT934125.1	US7-8-9	~	2
LT934125.1	UL2	~	217
LT934125.1	UL29	~	11
LT934125.1	US8-9	~	44
LT934125.1	UL22	~	10
LT934125.1	US7-8-9	3`-short	32
LT934125.1	US8-9-2	~	19
LT934125.1	UL23-22	~	5
LT934125.1	UL2-3-3.5	~	13
LT934125.1	UL1-2-3-3.5	3`-long	1
LT934125.1	UL14-13-12-11	~	1
LT934125.1	UL51-50-49.5-49	~	3
LT934125.1	UL1-2-3-3.5	~	6
LT934125.1	UL20	~	16
LT934125.1	US9	~	82
LT934125.1	UL48	5`-long	5
LT934125.1	UL24-25-26-26.5	5`-long	26
LT934125.1	UL17-16	~	7
LT934125.1	UL48	~	250
LT934125.1	US7-8-9-2	~	6
LT934125.1	US7-8-9-2	5`-long	29
LT934125.1	UL48	3`-short	23
LT934125.1	UL28L-27	5`-long	12
LT934125.1	UL48	3`-long	27
LT934125.1	US3-4	5`-long	146
LT934125.1	AZURE-M	5`-long	22
LT934125.1	UL10	3`-long	31
LT934125.1	ELIE-1	5`-short	106
LT934125.1	UL30	5`-long	14
LT934125.1	US7-8-9	5`-long	38
LT934125.1	CTO-S	c	521
LT934125.1	UL39-40	~	53
LT934125.1	UL18-17-16	5`-long	10
LT934125.1	UL42-43-44	3`-long	9
LT934125.1	UL5	5`-long	6
LT934125.1	UL26-26.5	3`-long	2
LT934125.1	UL49.5-49-48-47-46	5`-short	44
LT934125.1	UL4	3`-long	3
LT934125.1	UL37	~	8
LT934125.1	UL32-31	3`-short	19
LT934125.1	UL13-12-11	~	4
LT934125.1	UL37-36	5`-short	1
LT934125.1	UL35	c	204
LT934125.1	UL5-4	~	9
LT934125.1	UL29-28-27	5`-short	2
LT934125.1	UL33	5`-short	81
LT934125.1	US6	~	8
LT934125.1	UL42-43-44	~	9
LT934125.1	US6-7-8-9-2	5`-long	26
LT934125.1	UL48-47-46	~	1
LT934125.1	AZURE-M	~	15
LT934125.1	US9	c	323
LT934125.1	UL36-UL36.5	~	2
LT934125.1	UL3	~	34
LT934125.1	UL48-47-46	5`-long	10
LT934125.1	UL19-18	3`-long	3
LT934125.1	UL11	c	327
LT934125.1	IE180	~	11
LT934125.1	IE180_2	~	11
LT934125.1	CTO-S	k	354
LT934125.1	UL38-39-40	3`-long	1
LT934125.1	UL20-19	3`-long	1
LT934125.1	UL4	c	301
LT934125.1	ORF-1	c	116
LT934125.1	UL25	3`-long	1
LT934125.1	UL49	c	903
LT934125.1	CTO-S	o	830
LT934125.1	UL32-31	~	19
LT934125.1	UL3.5	c	1033
LT934125.1	US7-8-9	3`-long	3
LT934125.1	UL35	k	136
LT934125.1	UL3	5`-short	34
LT934125.1	UL17-16	3`-long	1
LT934125.1	US2	c	1142
LT934125.1	UL51	c	198
LT934125.1	UL30	~	11
LT934125.1	UL33	c	155
LT934125.1	UL2	5`-long	38
LT934125.1	UL18	c	3460
LT934125.1	AZURE-M	3`-long	1
LT934125.1	UL35	o	389
LT934125.1	UL31	c	315
LT934125.1	UL50	c	377
LT934125.1	UL20	c	30
LT934125.1	UL7	c	208
LT934125.1	US9	k	280
LT934125.1	UL40	c	516
LT934125.1	US9	o	1708
LT934125.1	US7	c	910
LT934125.1	UL28	5`-short	38
LT934125.1	UL43	c	1061
LT934125.1	UL54	c	341
LT934125.1	UL41	c	1580
LT934125.1	UL3	5`-long	1
LT934125.1	UL23	c	849
LT934125.1	UL49.5-49	c	3404
LT934125.1	UL38	c	438
LT934125.1	UL42	c	971
LT934125.1	UL3	c	896
LT934125.1	UL16	c	535
LT934125.1	UL28	3`-long	1
LT934125.1	UL34-35	c	417
LT934125.1	ELIE-1	~	6
LT934125.1	UL11	k	51
LT934125.1	UL20	k	20
LT934125.1	NOIR_2-1M-2	c	2053
LT934125.1	NOIR-1M	c	2082
LT934125.1	UL2	c	257
LT934125.1	US6	c	295
LT934125.1	UL11	o	347
LT934125.1	UL33	~	3
LT934125.1	ORF-1	k	175
LT934125.1	UL10	c	1609
LT934125.1	UL15-splice	~	20
LT934125.1	UL33	5`-long	4
LT934125.1	UL44	c	870
LT934125.1	AZURE-M	c	118
LT934125.1	US9-2	c	37
LT934125.1	UL3-3.5	c	5
LT934125.1	US4	c	2491
LT934125.1	UL21	c	679
LT934125.1	UL48	c	538
LT934125.1	UL26-26.5	c	7975
LT934125.1	UL18-17-16	3`-long	2
LT934125.1	US1_2-splice	e	458
LT934125.1	UL4	k	25
LT934125.1	US1-splice	e	458
LT934125.1	UL3.5	o	2156
LT934125.1	ORF-1	o	589
LT934125.1	EP0-sp1	e	508
LT934125.1	UL3.5	k	62
LT934125.1	UL49	o	1256
LT934125.1	UL36.5	c	501
LT934125.1	UL4	o	333
LT934125.1	UL49	k	6
LT934125.1	UL9L-8	~	1
LT934125.1	UL18	o	1893
LT934125.1	UL12-11	c	260
LT934125.1	US2	k	14
LT934125.1	ELIE-1	c	627
LT934125.1	UL51	k	14
LT934125.1	UL28	~	2
LT934125.1	UL51	o	152
LT934125.1	UL31	k	27
LT934125.1	UL46	c	3245
LT934125.1	UL18	k	827
LT934125.1	UL53-54	c	118
LT934125.1	UL20	o	1967
LT934125.1	US8-9	c	592
LT934125.1	UL22	c	559
LT934125.1	UL7	k	16
LT934125.1	UL18-17-16	~	1
LT934125.1	US2	o	621
LT934125.1	US1_2-splice	c	21518
LT934125.1	UL41	k	270
LT934125.1	UL40	k	94
LT934125.1	US1-splice	c	21624
LT934125.1	UL35	p	490
LT934125.1	US6-7	c	28
LT934125.1	UL8	c	245
LT934125.1	UL40	o	724
LT934125.1	US6	5`-short	5
LT934125.1	UL33-34-35	c	6
LT934125.1	EP0-sp1	c	4695
LT934125.1	UL23	k	40
LT934125.1	UL25	3`-short	70
LT934125.1	UL43	k	43
LT934125.1	UL2-3-3.5	c	1
LT934125.1	UL3	o	78
LT934125.1	UL33	k	13
LT934125.1	US7	o	1292
LT934125.1	US7	k	18
LT934125.1	UL42	k	223
LT934125.1	UL41	o	403
LT934125.1	UL32-31	c	286
LT934125.1	UL2	k	22
LT934125.1	UL7	o	521
LT934125.1	US3-4	c	338
LT934125.1	US6	o	99
LT934125.1	US9	p	73
LT934125.1	CTO-S	p	459
LT934125.1	UL43-44	c	7
LT934125.1	UL5	c	292
LT934125.1	UL27	c	2059
LT934125.1	UL49.5-49-48-47-46	~	1
LT934125.1	UL42	o	932
LT934125.1	US9-2	o	477
LT934125.1	UL16	o	717
LT934125.1	UL50	o	542
LT934125.1	NOIR_2-1M-2	k	24
LT934125.1	NOIR-1M	k	28
LT934125.1	UL25	c	491
LT934125.1	UL50	k	12
LT934125.1	UL6-7	c	150
LT934125.1	UL16	k	14
LT934125.1	UL51-50-49.5-49	c	4
LT934125.1	UL49.5-49	o	2438
LT934125.1	UL33-34-35	3`-short	1
LT934125.1	UL31	o	637
LT934125.1	UL17-16	c	144
LT934125.1	UL20-19	~	1
LT934125.1	AZURE-M	o	281
LT934125.1	UL43	o	1187
LT934125.1	NOIR_2-1M-2	o	1690
LT934125.1	NOIR-1M	o	1692
LT934125.1	US6	k	4
LT934125.1	UL23	o	1111
LT934125.1	UL48	o	2405
LT934125.1	UL37	c	528
LT934125.1	UL2	o	837
LT934125.1	US8-9-2	c	6
LT934125.1	UL44	k	12
LT934125.1	UL33	o	569
LT934125.1	UL48	k	66
LT934125.1	UL48	5`-short	136
LT934125.1	UL30	c	244
LT934125.1	US6-7-8-9-2	~	23
LT934125.1	UL6-7	3`-long	2
LT934125.1	UL20	p	245
LT934125.1	UL54	o	275
LT934125.1	UL49.5-49	k	16
LT934125.1	UL38	o	1114
LT934125.1	UL38	k	45
LT934125.1	UL21	k	65
LT934125.1	US9-2	k	22
LT934125.1	AZURE-M	k	4
LT934125.1	UL39-40	c	435
LT934125.1	UL23-22	c	5
LT934125.1	UL44	o	1365
LT934125.1	UL10	o	3446
LT934125.1	US4	o	3824
LT934125.1	UL29	c	1099
LT934125.1	UL4	p	1330
LT934125.1	UL26-26.5	o	5690
LT934125.1	UL5-4	c	31
LT934125.1	UL25-26-26.5	c	1
LT934125.1	UL22	3`-long	1
LT934125.1	UL34-35	o	1359
LT934125.1	UL26-26.5	k	9
LT934125.1	UL21	o	631
LT934125.1	UL11	p	1127
LT934125.1	UL19	c	3685
LT934125.1	UL49	p	241
LT934125.1	US7-8-9	c	1
LT934125.1	US6-7-8-9-2	3`-short	13
LT934125.1	UL28	3`-short	29
LT934125.1	UL46	k	52
LT934125.1	US3-4	3`-long	1
LT934125.1	UL10	k	10
LT934125.1	UL47-46	c	273
LT934125.1	UL33-34-35	k	10
LT934125.1	UL46	o	3050
LT934125.1	UL3.5	p	154
LT934125.1	UL13-12-11	c	39
LT934125.1	UL28	c	1657
LT934125.1	UL24-25-26-26.5	c	187
LT934125.1	UL42-43-44	c	1
LT934125.1	UL19-18	c	174
LT934125.1	UL51	p	31
LT934125.1	UL53-54	k	4
LT934125.1	UL33	p	6
LT934125.1	UL53-54	o	140
LT934125.1	IE180_2	c	2365
LT934125.1	IE180	c	2345
LT934125.1	UL36.5	k	74
LT934125.1	UL36.5	o	919
LT934125.1	US8-9	o	242
LT934125.1	US4-6-7	3`-long	11
LT934125.1	US2	p	2038
LT934125.1	UL14-13-12-11	c	22
LT934125.1	UL7	p	72
LT934125.1	US4-6-7	c	1
LT934125.1	UL40	p	125
LT934125.1	ELIE-1	o	204
LT934125.1	UL31	p	169
LT934125.1	ELIE-1	3`-short	1
LT934125.1	UL15-splice	e	1028
LT934125.1	US7	p	909
LT934125.1	UL18-17-16	c	3
LT934125.1	UL33-34-35	o	296
LT934125.1	US6-7	o	223
LT934125.1	UL18	p	130
LT934125.1	UL50	p	104
LT934125.1	UL23	p	49
LT934125.1	ORF-1	p	131
LT934125.1	UL43	p	231
LT934125.1	UL38	p	319
LT934125.1	UL37	k	10
LT934125.1	UL38-39-40	c	3
LT934125.1	UL12-11	o	245
LT934125.1	UL41	p	224
LT934125.1	EP0-sp1	i	2
LT934125.1	UL36-UL36.5	5`-long	1
LT934125.1	UL54	p	156
LT934125.1	UL16	p	75
LT934125.1	UL8	k	5
LT934125.1	UL20-19	c	3
LT934125.1	UL8	o	283
LT934125.1	UL48	p	484
LT934125.1	UL28	o	76
LT934125.1	UL17-16	o	255
LT934125.1	EP0-sp1	p	210
LT934125.1	UL10	p	165
LT934125.1	UL44	p	4007
LT934125.1	UL48-47-46	c	2
LT934125.1	UL52-53-54	~	1
LT934125.1	UL27	o	1204
LT934125.1	AZURE-M	p	1972
