gene	Kinetic_class	cluster	C6_12h	C6_1h	C6_2h	C6_4h	C6_6h	C6_8h	NRK_1h	NRK_2h	PC_12_0.5h	PC_12_1.5h	PC_12_12h	PC_12_1h	PC_12_2.5h	PC_12_2h	PC_12_4h	PC_12_6h	PC_12_8h	PK_15_12h	PK_15_1h	PK_15_2h	PK_15_4h	PK_15_6h	PK_15_8h
UL26.5	L	cluster_3	0.0766401771356464	0.0583153347727855	0.0658319870757726	0.0567058823532666	0.0598016781094142	0.0497196481179397	0.016129032257895	0.0358565737059855	0.0441176470584861	0.0292524377023528	0.0504214424827714	0.0324763193501973	0.0360512129377041	0.0469248291572473	0.0515637056857901	0.0581110940452679	0.0473318663792221	0.0609740013234508	0.0234833659489659	0.0520209857357878	0.0438701711047072	0.052176901016151	0.0502366165671653
UL26	L	cluster_3	0.0766401771356464	0.0583153347727855	0.0658319870757726	0.0567058823532666	0.0598016781094142	0.0497196481179397	0.016129032257895	0.0358565737059855	0.0441176470584861	0.0292524377023528	0.0504214424827714	0.0324763193501973	0.0360512129377041	0.0469248291572473	0.0515637056857901	0.0581110940452679	0.0473318663792221	0.0609740013234508	0.0234833659489659	0.0520209857357878	0.0438701711047072	0.052176901016151	0.0502366165671653
UL25	L	cluster_3	0	0	0	0	5.0851766802531e-05	6.84978421833236e-05	0	0	0	0	8.97959838059107e-05	0	0	0	0	3.54480036085002e-05	0	8.48692955510675e-05	0	7.38934460655906e-05	0.000105838772264016	4.84587906189556e-05	5.30805065534949e-05
UL23	L	cluster_1	0.00385589493073737	0.0361771058299468	0.0456381260104717	0.0120000000003684	0.0171878972790188	0.00917871087101095	0.0368663594469925	0.0258964143430763	0	0.0433369447456643	0.00395102327492111	0.0338294993231962	0.0293126684640834	0.0248291571742312	0.0132994416954	0.012560409306895	0.00846667210127476	0.0019198810914506	0.0078277886496553	0.0137441808919744	0.0166166872454505	0.00981070234469207	0.00646765559595369
UL22	L	cluster_8	0.00734591586018355	0.00485961123161729	0.00888529886965393	0.00894117646925221	0.00732265446058862	0.00667364692280724	0	0.00597609561725788	0	0.00650054171125885	0.00802177452825009	0.0115020297696026	0.00539083557905301	0.00865603644538281	0.0096681948159203	0.00843662487819081	0.00937219852812971	0.00350143188152325	0.000978473581206912	0.00443360673940311	0.00486858352499314	0.00521152261846421	0.00537746365089257
CTO-S	L	cluster_8	0.00210614516690544	0.00161987041081502	0.00242326332837632	0.00658823529300221	0.0106280193232652	0.0070748485717141	0.00691244239636581	0.0106241699862362	0.0294117647062457	0.0184182015172027	0.0118750199528104	0.00270635994599773	0.0411051212940931	0.00136674259604324	0.011529208843296	0.0118987132373843	0.00863872212165621	0.0176711635938439	0	0.0116012709692146	0.00887281707635541	0.0160178328354241	0.00976885480829809
CTO-M	L	cluster_8	0.00210614516690544	0.00161987041081502	0.00242326332837632	0.00658823529300221	0.0106280193232652	0.0070748485717141	0.00691244239636581	0.0106241699862362	0.0294117647062457	0.0184182015172027	0.0118750199528104	0.00270635994599773	0.0411051212940931	0.00136674259604324	0.011529208843296	0.0118987132373843	0.00863872212165621	0.0176711635938439	0	0.0116012709692146	0.00887281707635541	0.0160178328354241	0.00976885480829809
CTO-L	unknown	cluster_8	0.00210614516690544	0.00161987041081502	0.00242326332837632	0.00658823529300221	0.0106280193232652	0.0070748485717141	0.00691244239636581	0.0106241699862362	0.0294117647062457	0.0184182015172027	0.0118750199528104	0.00270635994599773	0.0411051212940931	0.00136674259604324	0.011529208843296	0.0118987132373843	0.00863872212165621	0.0176711635938439	0	0.0116012709692146	0.00887281707635541	0.0160178328354241	0.00976885480829809
UL21	L	cluster_9	0	0.00269978401802503	0	0	0	0	0	0	0.0294117647062457	0	0	0	0	0.0034168564909794	0	0	0	0	0.00195694716241382	0	0	0	0
UL20	L	cluster_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.38934460655906e-05	0	0	0
UL19	L	cluster_5	0.00892125936417934	0.0053995680352223	0.00525040387748667	0.00447058823504093	0.00539028731183641	0.00542111494950737	0.00460829493032683	0.00531208499311812	0	0.00433369447389124	0.01020880559401	0.00541271989199545	0.00370619946103901	0.00751708428259431	0.0076256184468192	0.00966548900451519	0.0104859960327889	0.0196862359209114	0.000978473581206912	0.0105667627278009	0.0105133180468719	0.0127050137234265	0.0166427804380765
UL18	L	cluster_5	0.0211296975955301	0.0107991360696168	0.0205977382876238	0.0167058823528684	0.0199847444699406	0.0149814566554251	0.00921658986152923	0.00531208499311812	0	0.00866738894862647	0.0168197854467468	0.00811907983799318	0.0141509433956987	0.00888382687863754	0.0177023285377942	0.0195672980343167	0.0128765858028868	0.015979512094383	0.000978473581206912	0.00650262321960194	0.0100546833667783	0.0130354145644164	0.0111591557748954
UL15	L	cluster_8	0.00229761291069618	0	0.00201938610605343	0.00282352941116814	0	0.00264205963176838	0.00230414746516341	0.000664010624139765	0	0.00325027085562943	0.00221496759390752	0.000676589986499431	0.00202156334224267	0.00136674259691454	0.0018610140256121	0.00317850433032553	0.00284335298392156	0.00111018213603635	0	0	0.00183453872122255	0.00192954091915632	0.00205993197574874
UL16	L	cluster_8	0.000142179016864702	0	0	0.000235294117459071	0.00015255530133996	0.000205493526549971	0	0.000664010624139765	0	0.00108342361826181	0.000199546629942215	0	0	0	0.00054468703311239	0.000200872020755593	0.000217326342952258	0.000264929827461907	0	7.38934460655906e-05	0.000246957134717101	0.000259915329272754	0.000193948005155393
UL12	L	cluster_8	0.0286405411118821	0.033477321814405	0.0452342487889433	0.0301176470588208	0.0470378845664571	0.0413433405415345	0.0483870967736851	0.0418326693224307	0.058823529411609	0.0357529794144557	0.0253164809564573	0.0405953991881905	0.0343665768204725	0.0391799544448834	0.0320003631232655	0.0335928914937447	0.0312768828152142	0.0226130797351112	0.022504892367759	0.0206901647818368	0.0367436937711323	0.0312294876143848	0.0289247930885425
UL11	L	cluster_8	0.0286405411118821	0.033477321814405	0.0452342487889433	0.0301176470588208	0.0470378845664571	0.0413433405415345	0.0483870967736851	0.0418326693224307	0.058823529411609	0.0357529794144557	0.0253164809564573	0.0405953991881905	0.0343665768204725	0.0391799544448834	0.0320003631232655	0.0335928914937447	0.0312768828152142	0.0226130797351112	0.022504892367759	0.0206901647818368	0.0367436937711323	0.0312294876143848	0.0289247930885425
UL10	L	cluster_5	0.0314689556847094	0.00809935205241957	0.0133279483040837	0.019058823529948	0.0314772438335107	0.0260781071115791	0	0.00398406374483859	0.0147058823531228	0.00866738894862647	0.0289781616176303	0.00270635994599773	0.00640161725017435	0.00911161731189228	0.0128001452494826	0.0210679301913805	0.0234712450087365	0.0508837302128562	0.00391389432482765	0.0169215990535194	0.01554065972814	0.0231456803391599	0.0300803148888936
UL8	E	cluster_1	0.00359238981993821	0.00863930885602458	0.0084814216489199	0.00423529411675221	0.00330536486174423	0.00506884033199172	0.00691244239636581	0.00929614873876945	0	0.00433369447473523	0.00311691836118733	0.00811907983799318	0.00673854447362068	0.00797266514736119	0.00422132449714164	0.00438373645670364	0.00492606376830252	0.000771851836144155	0.00391389432482765	0.0104928692826115	0.00576821308966147	0.00307933584961873	0.00246824356537726
UL7	E	cluster_8	0.000832221176700842	0	0.000807754443056915	0.000705882352377212	0.00127129417845458	0.000851330325996984	0	0.00464807436897835	0	0	0.000656508411838685	0.00135317997299886	0.00438005390871402	0.000455580865638179	0.000726249377483187	0.000744408076700779	0.00071536588013899	0.000264929828204786	0	0.000221680338196772	0.000670312224621569	0.000475777212846692	0.00040218691812484
UL6	L	cluster_8	0.000832221176700842	0	0.000807754443056915	0.000705882352377212	0.00127129417845458	0.000851330325996984	0	0.00464807436897835	0	0	0.000656508411838685	0.00135317997299886	0.00438005390871402	0.000455580865638179	0.000726249377483187	0.000744408076700779	0.00071536588013899	0.000264929828204786	0	0.000221680338196772	0.000670312224621569	0.000475777212846692	0.00040218691812484
UL5	E	cluster_9	0	0	0.0072697899835401	0	0	0	0	0.00464807436897835	0	0	0	0	0.00539083557827067	0	0	0	0	0	0.000978473581206912	0	0	0	0
UL4	L	cluster_11	0.00330992750803232	0.00593952483799955	0.0072697899835401	0.00682352941129093	0.00717009916018103	0.00510798195437794	0.0046082949312024	0.00464807436897835	0	0.00433369447389124	0.00294730372584708	0.00608930987849488	0.00539083557827067	0.00455580865463919	0.00544687031966046	0.0053172005532646	0.00429219526815715	0.00130744590411412	0.000978473581206912	0.00199512303413325	0.0032810019410329	0.00261236932661231	0.0022048825900505
UL3.5	L	cluster_5	0.0304566410865947	0.00701943844438181	0.0100969305326504	0.0185882352925409	0.0247648105764172	0.0272817120558937	0.00691244239636581	0.011288180610376	0.0147058823531228	0.0151679306607293	0.0332783914947659	0.0148849797020998	0.014150943396481	0.0148063781319339	0.0241931823347209	0.0321040753384986	0.0257984479283445	0.0318718611256192	0.00684931506844839	0.0130791398817649	0.0208325983413408	0.0237976713339262	0.0241822539621249
UL3	L	cluster_5	0.0304566410865947	0.00701943844438181	0.0100969305326504	0.0185882352925409	0.0247648105764172	0.0272817120558937	0.00691244239636581	0.011288180610376	0.0147058823531228	0.0151679306607293	0.0332783914947659	0.0148849797020998	0.014150943396481	0.0148063781319339	0.0241931823347209	0.0321040753384986	0.0257984479283445	0.0318718611256192	0.00684931506844839	0.0130791398817649	0.0208325983413408	0.0237976713339262	0.0241822539621249
UL2	E	cluster_8	0.000134596136577721	0.000539956803605005	0	0.000470588234918141	0.000101703533605062	4.89270305892211e-05	0	0	0	0	0.000169614636077831	0	0	0.00022779043238344	0.00104398348079343	0.000720776075832236	0.000117718435831831	0.000338330299892192	0	7.38934460655906e-05	0.000687952020988709	0.000656396339686449	0.000277651882322378
EP0	E	cluster_7	0.00766818829846211	0.0739740820723641	0.0476575121157307	0.0169411764703274	0.0210526315793203	0.0175256622260151	0.165898617514531	0.116201859231774	0.102941176470095	0.0877573131121224	0.0049966476165854	0.0879566982396	0.0518867924545462	0.0585421412323278	0.0182016249845935	0.0154789616101433	0.0127317015747802	0.00104136919285438	0.0684931506857911	0.0911106184836943	0.0373787264055648	0.0178196187615285	0.00991584698004056
ELIE	E	cluster_12	4.54972856147023e-05	0	0	0	5.0851766802531e-05	7.82832487823573e-05	0	0	0	0	0	0	0.000673854447675006	0	0.000136171758057647	0	0	0	0	0	0	1.32160338847739e-05	0
IE180	IE	cluster_9	0.00660279353366717	0.00917926565880183	0.00242326332837632	0.00305882352945686	0.00355962369668925	0.00644858258466317	0.0345622119809535	0.00464807436897835	0.0588235294124913	0.00758396533036465	0.00587066185645514	0.0209742895805947	0.00471698113216035	0.00569476081917029	0.00853343016779138	0.00914558495128309	0.00732570880117156	0.00160792908622197	0.406066536206098	0.0227591812602833	0.00945493032253489	0.00855077379823133	0.00711278790926912
NOIR	E		0	0	0	0.00494117647078872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
US1	E	cluster_11	0.0389039703966345	0.0437365010795891	0.042810985460567	0.0687058823561239	0	0.0524889180274757	0.0207373271890974	0.0358565737051728	0.0147058823531228	0.033586132177932	0.0251708119156185	0.0493910690117954	0.0411051212948755	0.05580865603937	0.0710816576637651	0.0651416147754028	0.0328887198570601	0.0158441799748718	0.0205479452053452	0.0401980344327572	0.0634856235662844	0.0680493574805939	0.0430870806133237
AZURE	E	cluster_11	0	0.000539956803605005	0.000403877221528457	0	0.00071192473989727	0	0	0	0	0	0.000179591966874235	0	0.00033692722344633	0	0	0	0	8.2575530926911e-05	0	0.000369467228575644	0.000335156112310784	0.000581505483924883	0.000306233693858277
US3	L		0	0	0	0	5.0851766802531e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
US4	L	cluster_8	0.0539521975192966	0.0620950323971928	0.0541195476570084	0.072705882355417	0	0.0550820506286549	0.0599078341012534	0.0590969455516901	0.0882352941169723	0.0639219935019226	0.0531292902540155	0.0642760487138952	0.0670485175213663	0.084510250573704	0.066905723751173	0.0702579433069895	0.0683129137099479	0.0533449397816085	0.0401174168294834	0.0387940589662726	0.0489504321742284	0.0590536438804542	0.0808640689884855
US6	L		0	0	0	0.000235294117459071	5.0851766802531e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
US7	L	cluster_8	0.012331660044773	0.0124190064787764	0.0088852988688595	0.0129411764710343	0.0194762268000505	0.0133179376274213	0.00691244239636581	0.00664010624139765	0	0.0119176598050999	0.0122142492264413	0.00947225981099204	0.0107816711588884	0.013439635534148	0.0178385002932065	0.0215996502464303	0.0139722727812115	0.0145241183623533	0.00684931506844839	0.00827606591378611	0.0169694831541284	0.0180486966781116	0.0183474813299318
US8	L	cluster_11	0.00798856501569573	0.0129589632840369	0.00807754442580259	0.0103529411764956	0	0.00934506277357074	0.0115207373266926	0.0199203187250057	0	0.00975081256604429	0.00976381660788904	0.0148849797020998	0.0114555256065634	0.0195899772215704	0.00912350778545332	0	0	0	0.0078277886496553	0.013153033325202	0.0113776680205027	0.0129913611213445	0.0171225465577724
US9	L	cluster_11	0.00798856501569573	0.0129589632840369	0.00807754442580259	0.0103529411764956	0	0.00934506277357074	0.0115207373266926	0.0199203187250057	0	0.00975081256604429	0.00976381660788904	0.0148849797020998	0.0114555256065634	0.0195899772215704	0.00912350778545332	0.0106934811128508	0	0	0.0078277886496553	0.013153033325202	0.0113776680205027	0.0129913611213445	0.0171225465577724
US2	L	cluster_3	0.0417665079319211	0.0431965442759841	0.04200323101751	0.044941176471187	0.0500889905913916	0.0432710655332765	0.0599078341021289	0.0312084993361944	0.0735294117638495	0.0444203683647701	0.0318516330890932	0.0473612990531848	0.0384097035041755	0.0451025056964371	0.0330443466014135	0.0383783719910373	0.0323635145283909	0.0233952535128069	0.022504892367759	0.0384984851828864	0.0303933674361397	0.0247800631714336	0.0219875791625517
NOIR_2	E	cluster_8	0	0	0	0.00470588235332965	0.00498347317461906	0.00512755276757601	0	0	0	0	0.00622785032301171	0.00405953991899659	0	0	0.00962280423048895	0.00898016093321373	0.00613041391810334	0.00610600175042855	0	0.00495086086098608	0.0109543129314467	0.0131191161126452	0.00904818485085228
