gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean.x	sd.x	varcoeff.x	mean.y	sd.y	varcoeff.y	libtype	sample_name	norm.method	cluster
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	390	PC-12_1h_1	0	0	0		0	0		dcDNA	PC-12_1h_1	viral_read.count	cluster_1
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	266	PC-12_1h_2	0	0	0		0	0		dcDNA	PC-12_1h_2	viral_read.count	cluster_1
AZURE	E	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	349	PC-12_1h_3	0	0	0		0	0		dcDNA	PC-12_1h_3	viral_read.count	cluster_1
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	380	PK-15_1h_1	0	0	0		0	0		dcDNA	PK-15_1h_1	viral_read.count	cluster_1
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	291	PK-15_1h_2	0	0	0		0	0		dcDNA	PK-15_1h_2	viral_read.count	cluster_1
AZURE	E	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	159	PK-15_1h_3	0	0	0		0	0		dcDNA	PK-15_1h_3	viral_read.count	cluster_1
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	698	PC-12_2.5h_1	0	0.000923361034164358	0.00159930822490201	1.73205080756888	0.000923361034164358	0.00159930822490201	1.73205080756888	dcDNA	PC-12_2.5h_1	viral_read.count	cluster_1
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	361	PC-12_2.5h_2	0.00277008310249308	0.000923361034164358	0.00159930822490201	1.73205080756888	0.000923361034164358	0.00159930822490201	1.73205080756888	dcDNA	PC-12_2.5h_2	viral_read.count	cluster_1
AZURE	E	2.5h	2.5	PC-12	PC-12_dcDNA_2.5h	LT934125.1	-	704	PC-12_2.5h_3	0	0.000923361034164358	0.00159930822490201	1.73205080756888	0.000923361034164358	0.00159930822490201	1.73205080756888	dcDNA	PC-12_2.5h_3	viral_read.count	cluster_1
AZURE	E	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	733	C6_2h_1	0	0	0		0	0		dcDNA	C6_2h_1	viral_read.count	cluster_1
AZURE	E	2h	2	C6	C6_dcDNA_2h	LT934125.1	-	811	C6_2h_2	0	0	0		0	0		dcDNA	C6_2h_2	viral_read.count	cluster_1
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	295	NRK_2h_1	0	0.000799360511590727	0.00138453301963939	1.73205080756888	0.000799360511590727	0.00138453301963939	1.73205080756888	dcDNA	NRK_2h_1	viral_read.count	cluster_1
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	237	NRK_2h_2	0	0.000799360511590727	0.00138453301963939	1.73205080756888	0.000799360511590727	0.00138453301963939	1.73205080756888	dcDNA	NRK_2h_2	viral_read.count	cluster_1
AZURE	E	2h	2	NRK	NRK_dcDNA_2h	LT934125.1	-	417	NRK_2h_3	0.00239808153477218	0.000799360511590727	0.00138453301963939	1.73205080756888	0.000799360511590727	0.00138453301963939	1.73205080756888	dcDNA	NRK_2h_3	viral_read.count	cluster_1
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	987	PC-12_2h_1	0	0	0		0	0		dcDNA	PC-12_2h_1	viral_read.count	cluster_1
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	826	PC-12_2h_2	0	0	0		0	0		dcDNA	PC-12_2h_2	viral_read.count	cluster_1
AZURE	E	2h	2	PC-12	PC-12_dcDNA_2h	LT934125.1	-	1112	PC-12_2h_3	0	0	0		0	0		dcDNA	PC-12_2h_3	viral_read.count	cluster_1
AZURE	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	2064	PK-15_2h_1	0	0	0		0	0		dcDNA	PK-15_2h_1	viral_read.count	cluster_1
AZURE	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	1865	PK-15_2h_2	0	0	0		0	0		dcDNA	PK-15_2h_2	viral_read.count	cluster_1
AZURE	E	2h	2	PK-15	PK-15_dcDNA_2h	LT934125.1	-	5117	PK-15_2h_3	0	0	0		0	0		dcDNA	PK-15_2h_3	viral_read.count	cluster_1
AZURE	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	1108	C6_4h_1	0	0	0		0	0		dcDNA	C6_4h_1	viral_read.count	cluster_1
AZURE	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	1086	C6_4h_2	0	0	0		0	0		dcDNA	C6_4h_2	viral_read.count	cluster_1
AZURE	E	4h	4	C6	C6_dcDNA_4h	LT934125.1	-	630	C6_4h_3	0	0	0		0	0		dcDNA	C6_4h_3	viral_read.count	cluster_1
AZURE	E	4h	4	NRK	NRK_dcDNA_4h	LT934125.1	-	1493	NRK_4h_1	0.00200937709310114	0.00176941741168985	0.000812169835476817	0.459004093726629	0.00176941741168985	0.000812169835476817	0.459004093726629	dcDNA	NRK_4h_1	viral_read.count	cluster_1
AZURE	E	4h	4	NRK	NRK_dcDNA_4h	LT934125.1	-	2314	NRK_4h_2	0.000864304235090752	0.00176941741168985	0.000812169835476817	0.459004093726629	0.00176941741168985	0.000812169835476817	0.459004093726629	dcDNA	NRK_4h_2	viral_read.count	cluster_1
AZURE	E	4h	4	NRK	NRK_dcDNA_4h	LT934125.1	-	1643	NRK_4h_3	0.00243457090687766	0.00176941741168985	0.000812169835476817	0.459004093726629	0.00176941741168985	0.000812169835476817	0.459004093726629	dcDNA	NRK_4h_3	viral_read.count	cluster_1
AZURE	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	4863	PC-12_4h_1	0.000822537528274727	0.000801776004263392	0.000128647275854616	0.160452888550596	0.000801776004263392	0.000128647275854616	0.160452888550596	dcDNA	PC-12_4h_1	viral_read.count	cluster_1
AZURE	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	4518	PC-12_4h_2	0.000664010624169987	0.000801776004263392	0.000128647275854616	0.160452888550596	0.000801776004263392	0.000128647275854616	0.160452888550596	dcDNA	PC-12_4h_2	viral_read.count	cluster_1
AZURE	E	4h	4	PC-12	PC-12_dcDNA_4h	LT934125.1	-	5442	PC-12_4h_3	0.000918779860345461	0.000801776004263392	0.000128647275854616	0.160452888550596	0.000801776004263392	0.000128647275854616	0.160452888550596	dcDNA	PC-12_4h_3	viral_read.count	cluster_1
AZURE	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	11967	PK-15_4h_1	0	2.66134397870925e-05	4.60958298754192e-05	1.73205080756888	2.66134397870925e-05	4.60958298754192e-05	1.73205080756888	dcDNA	PK-15_4h_1	viral_read.count	cluster_1
AZURE	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	12525	PK-15_4h_2	7.98403193612775e-05	2.66134397870925e-05	4.60958298754192e-05	1.73205080756888	2.66134397870925e-05	4.60958298754192e-05	1.73205080756888	dcDNA	PK-15_4h_2	viral_read.count	cluster_1
AZURE	E	4h	4	PK-15	PK-15_dcDNA_4h	LT934125.1	-	11477	PK-15_4h_3	0	2.66134397870925e-05	4.60958298754192e-05	1.73205080756888	2.66134397870925e-05	4.60958298754192e-05	1.73205080756888	dcDNA	PK-15_4h_3	viral_read.count	cluster_1
AZURE	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	3793	C6_6h_1	0.00184550487740575	0.00107733084147944	0.000849483007125605	0.788507090318748	0.00107733084147944	0.000849483007125605	0.788507090318748	dcDNA	C6_6h_1	viral_read.count	cluster_1
AZURE	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	6061	C6_6h_2	0.00016498927569708	0.00107733084147944	0.000849483007125605	0.788507090318748	0.00107733084147944	0.000849483007125605	0.788507090318748	dcDNA	C6_6h_2	viral_read.count	cluster_1
AZURE	E	6h	6	C6	C6_dcDNA_6h	LT934125.1	-	4912	C6_6h_3	0.00122149837133551	0.00107733084147944	0.000849483007125605	0.788507090318748	0.00107733084147944	0.000849483007125605	0.788507090318748	dcDNA	C6_6h_3	viral_read.count	cluster_1
AZURE	E	6h	6	NRK	NRK_dcDNA_6h	LT934125.1	-	7246	NRK_6h_1	0.000552028705492686	0.00100975201743397	0.000546649443136603	0.541369993521551	0.00100975201743397	0.000546649443136603	0.541369993521551	dcDNA	NRK_6h_1	viral_read.count	cluster_1
AZURE	E	6h	6	NRK	NRK_dcDNA_6h	LT934125.1	-	6959	NRK_6h_2	0.000862192843799397	0.00100975201743397	0.000546649443136603	0.541369993521551	0.00100975201743397	0.000546649443136603	0.541369993521551	dcDNA	NRK_6h_2	viral_read.count	cluster_1
AZURE	E	6h	6	NRK	NRK_dcDNA_6h	LT934125.1	-	6811	NRK_6h_3	0.00161503450300984	0.00100975201743397	0.000546649443136603	0.541369993521551	0.00100975201743397	0.000546649443136603	0.541369993521551	dcDNA	NRK_6h_3	viral_read.count	cluster_1
AZURE	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	15758	PC-12_6h_1	0.000444218809493591	0.000391965870723703	8.4780018093675e-05	0.216294387919902	0.000391965870723703	8.4780018093675e-05	0.216294387919902	dcDNA	PC-12_6h_1	viral_read.count	cluster_1
AZURE	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	25141	PC-12_6h_2	0.000437532317728014	0.000391965870723703	8.4780018093675e-05	0.216294387919902	0.000391965870723703	8.4780018093675e-05	0.216294387919902	dcDNA	PC-12_6h_2	viral_read.count	cluster_1
AZURE	E	6h	6	PC-12	PC-12_dcDNA_6h	LT934125.1	-	20398	PC-12_6h_3	0.000294146484949505	0.000391965870723703	8.4780018093675e-05	0.216294387919902	0.000391965870723703	8.4780018093675e-05	0.216294387919902	dcDNA	PC-12_6h_3	viral_read.count	cluster_1
AZURE	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	54027	PK-15_6h_1	1.85092638865752e-05	4.15941026863547e-05	3.78972264432613e-05	0.911120182806438	4.15941026863547e-05	3.78972264432613e-05	0.911120182806438	dcDNA	PK-15_6h_1	viral_read.count	cluster_1
AZURE	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	47752	PK-15_6h_2	2.09415312447646e-05	4.15941026863547e-05	3.78972264432613e-05	0.911120182806438	4.15941026863547e-05	3.78972264432613e-05	0.911120182806438	dcDNA	PK-15_6h_2	viral_read.count	cluster_1
AZURE	E	6h	6	PK-15	PK-15_dcDNA_6h	LT934125.1	-	46876	PK-15_6h_3	8.53315129277242e-05	4.15941026863547e-05	3.78972264432613e-05	0.911120182806438	4.15941026863547e-05	3.78972264432613e-05	0.911120182806438	dcDNA	PK-15_6h_3	viral_read.count	cluster_1
AZURE	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	21901	C6_8h_1	0.000365280124195242	0.000548382476395252	0.000244168211932808	0.445251667299488	0.000548382476395252	0.000244168211932808	0.445251667299488	dcDNA	C6_8h_1	viral_read.count	cluster_1
AZURE	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	24215	C6_8h_2	0.000454263886021061	0.000548382476395252	0.000244168211932808	0.445251667299488	0.000548382476395252	0.000244168211932808	0.445251667299488	dcDNA	C6_8h_2	viral_read.count	cluster_1
AZURE	E	8h	8	C6	C6_dcDNA_8h	LT934125.1	-	20591	C6_8h_3	0.000825603418969453	0.000548382476395252	0.000244168211932808	0.445251667299488	0.000548382476395252	0.000244168211932808	0.445251667299488	dcDNA	C6_8h_3	viral_read.count	cluster_1
AZURE	E	8h	8	NRK	NRK_dcDNA_8h	LT934125.1	-	20178	NRK_8h_1	0.000792942808999901	0.000677243265177145	0.000105972020105667	0.156475561374461	0.000677243265177145	0.000105972020105667	0.156475561374461	dcDNA	NRK_8h_1	viral_read.count	cluster_1
AZURE	E	8h	8	NRK	NRK_dcDNA_8h	LT934125.1	-	15293	NRK_8h_2	0.000653893938403191	0.000677243265177145	0.000105972020105667	0.156475561374461	0.000677243265177145	0.000105972020105667	0.156475561374461	dcDNA	NRK_8h_2	viral_read.count	cluster_1
AZURE	E	8h	8	NRK	NRK_dcDNA_8h	LT934125.1	-	11968	NRK_8h_3	0.000584893048128342	0.000677243265177145	0.000105972020105667	0.156475561374461	0.000677243265177145	0.000105972020105667	0.156475561374461	dcDNA	NRK_8h_3	viral_read.count	cluster_1
AZURE	E	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	-	30568	PC-12_8h_1	0.000196283695367705	0.000301856646964859	0.000149302699968454	0.494614584338887	0.000301856646964859	0.000149302699968454	0.494614584338887	dcDNA	PC-12_8h_1	viral_read.count	cluster_1
AZURE	E	8h	8	PC-12	PC-12_dcDNA_8h	LT934125.1	-	41725	PC-12_8h_2	0.000407429598562013	0.000301856646964859	0.000149302699968454	0.494614584338887	0.000301856646964859	0.000149302699968454	0.494614584338887	dcDNA	PC-12_8h_2	viral_read.count	cluster_1
AZURE	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	107872	PK-15_8h_1	6.48917235241768e-05	3.81205857368365e-05	2.36897369118656e-05	0.621442101530298	3.81205857368365e-05	2.36897369118656e-05	0.621442101530298	dcDNA	PK-15_8h_1	viral_read.count	cluster_1
AZURE	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	101346	PK-15_8h_2	2.96015629625244e-05	3.81205857368365e-05	2.36897369118656e-05	0.621442101530298	3.81205857368365e-05	2.36897369118656e-05	0.621442101530298	dcDNA	PK-15_8h_2	viral_read.count	cluster_1
AZURE	E	8h	8	PK-15	PK-15_dcDNA_8h	LT934125.1	-	100662	PK-15_8h_3	1.98684707238084e-05	3.81205857368365e-05	2.36897369118656e-05	0.621442101530298	3.81205857368365e-05	2.36897369118656e-05	0.621442101530298	dcDNA	PK-15_8h_3	viral_read.count	cluster_1
CTO	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	29	PC-12_0.5h_1	0.0344827586206897	0.0172413793103448	0.0243829924547085	1.4142135623731	0.0172413793103448	0.0243829924547085	1.4142135623731	dcDNA	PC-12_0.5h_1	viral_read.count	
CTO	L	0.5h	0.5	PC-12	PC-12_dcDNA_0.5h	LT934125.1	-	10	PC-12_0.5h_2	0	0.0172413793103448	0.0243829924547085	1.4142135623731	0.0172413793103448	0.0243829924547085	1.4142135623731	dcDNA	PC-12_0.5h_2	viral_read.count	
CTO	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	167	PC-12_1.5h_1	0.0179640718562874	0.0242376113424285	0.010748977211437	0.4434833556647	0.0242376113424285	0.010748977211437	0.4434833556647	dcDNA	PC-12_1.5h_1	viral_read.count	
CTO	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	191	PC-12_1.5h_2	0.0366492146596859	0.0242376113424285	0.010748977211437	0.4434833556647	0.0242376113424285	0.010748977211437	0.4434833556647	dcDNA	PC-12_1.5h_2	viral_read.count	
CTO	L	1.5h	1.5	PC-12	PC-12_dcDNA_1.5h	LT934125.1	-	221	PC-12_1.5h_3	0.0180995475113122	0.0242376113424285	0.010748977211437	0.4434833556647	0.0242376113424285	0.010748977211437	0.4434833556647	dcDNA	PC-12_1.5h_3	viral_read.count	
CTO	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	138979	C6_12h_1	0.00335302455766699	0.00296369292239188	0.000933370921123293	0.314935098056653	0.00296369292239188	0.000933370921123293	0.314935098056653	dcDNA	C6_12h_1	viral_read.count	
CTO	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	129418	C6_12h_2	0.00363937010307685	0.00296369292239188	0.000933370921123293	0.314935098056653	0.00296369292239188	0.000933370921123293	0.314935098056653	dcDNA	C6_12h_2	viral_read.count	
CTO	L	12h	12	C6	C6_dcDNA_12h	LT934125.1	-	75842	C6_12h_3	0.00189868410643179	0.00296369292239188	0.000933370921123293	0.314935098056653	0.00296369292239188	0.000933370921123293	0.314935098056653	dcDNA	C6_12h_3	viral_read.count	
CTO	L	12h	12	NRK	NRK_dcDNA_12h	LT934125.1	-	56428	NRK_12h_1	0.0118912596583257	0.0140385791874187	0.00401624168855917	0.286086051511432	0.0140385791874187	0.00401624168855917	0.286086051511432	dcDNA	NRK_12h_1	viral_read.count	
CTO	L	12h	12	NRK	NRK_dcDNA_12h	LT934125.1	-	76607	NRK_12h_2	0.0115524690955135	0.0140385791874187	0.00401624168855917	0.286086051511432	0.0140385791874187	0.00401624168855917	0.286086051511432	dcDNA	NRK_12h_2	viral_read.count	
CTO	L	12h	12	NRK	NRK_dcDNA_12h	LT934125.1	-	65392	NRK_12h_3	0.0186720088084169	0.0140385791874187	0.00401624168855917	0.286086051511432	0.0140385791874187	0.00401624168855917	0.286086051511432	dcDNA	NRK_12h_3	viral_read.count	
CTO	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	105751	PC-12_12h_1	0.0172102391466747	0.0179671474210458	0.00285862165897707	0.159102699609879	0.0179671474210458	0.00285862165897707	0.159102699609879	dcDNA	PC-12_12h_1	viral_read.count	
CTO	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	119888	PC-12_12h_2	0.021128052849326	0.0179671474210458	0.00285862165897707	0.159102699609879	0.0179671474210458	0.00285862165897707	0.159102699609879	dcDNA	PC-12_12h_2	viral_read.count	
CTO	L	12h	12	PC-12	PC-12_dcDNA_12h	LT934125.1	-	92462	PC-12_12h_3	0.0155631502671368	0.0179671474210458	0.00285862165897707	0.159102699609879	0.0179671474210458	0.00285862165897707	0.159102699609879	dcDNA	PC-12_12h_3	viral_read.count	
CTO	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	155040	PK-15_12h_1	0.0263673890608875	0.0270832691284247	0.0109905549143487	0.405806066551021	0.0270832691284247	0.0109905549143487	0.405806066551021	dcDNA	PK-15_12h_1	viral_read.count	
CTO	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	204941	PK-15_12h_2	0.0164681542492717	0.0270832691284247	0.0109905549143487	0.405806066551021	0.0270832691284247	0.0109905549143487	0.405806066551021	dcDNA	PK-15_12h_2	viral_read.count	
CTO	L	12h	12	PK-15	PK-15_dcDNA_12h	LT934125.1	-	196073	PK-15_12h_3	0.0384142640751149	0.0270832691284247	0.0109905549143487	0.405806066551021	0.0270832691284247	0.0109905549143487	0.405806066551021	dcDNA	PK-15_12h_3	viral_read.count	
CTO	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	488	C6_1h_1	0.00614754098360656	0.00204918032786885	0.0035492844417395	1.73205080756888	0.00204918032786885	0.0035492844417395	1.73205080756888	dcDNA	C6_1h_1	viral_read.count	
CTO	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	446	C6_1h_2	0	0.00204918032786885	0.0035492844417395	1.73205080756888	0.00204918032786885	0.0035492844417395	1.73205080756888	dcDNA	C6_1h_2	viral_read.count	
CTO	L	1h	1	C6	C6_dcDNA_1h	LT934125.1	-	266	C6_1h_3	0	0.00204918032786885	0.0035492844417395	1.73205080756888	0.00204918032786885	0.0035492844417395	1.73205080756888	dcDNA	C6_1h_3	viral_read.count	
CTO	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	86	NRK_1h_1	0	0.00948588448588449	0.00870033442968934	0.9171874739394	0.00948588448588449	0.00870033442968934	0.9171874739394	dcDNA	NRK_1h_1	viral_read.count	
CTO	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	117	NRK_1h_2	0.0170940170940171	0.00948588448588449	0.00870033442968934	0.9171874739394	0.00948588448588449	0.00870033442968934	0.9171874739394	dcDNA	NRK_1h_2	viral_read.count	
CTO	L	1h	1	NRK	NRK_dcDNA_1h	LT934125.1	-	88	NRK_1h_3	0.0113636363636364	0.00948588448588449	0.00870033442968934	0.9171874739394	0.00948588448588449	0.00870033442968934	0.9171874739394	dcDNA	NRK_1h_3	viral_read.count	
CTO	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	390	PC-12_1h_1	0.00769230769230769	0.00351921240173389	0.00388761771944236	1.10468402462067	0.00351921240173389	0.00388761771944236	1.10468402462067	dcDNA	PC-12_1h_1	viral_read.count	
CTO	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	266	PC-12_1h_2	0	0.00351921240173389	0.00388761771944236	1.10468402462067	0.00351921240173389	0.00388761771944236	1.10468402462067	dcDNA	PC-12_1h_2	viral_read.count	
CTO	L	1h	1	PC-12	PC-12_dcDNA_1h	LT934125.1	-	349	PC-12_1h_3	0.00286532951289398	0.00351921240173389	0.00388761771944236	1.10468402462067	0.00351921240173389	0.00388761771944236	1.10468402462067	dcDNA	PC-12_1h_3	viral_read.count	
CTO	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	380	PK-15_1h_1	0.00263157894736842	0.00087719298245614	0.00151934281365691	1.73205080756888	0.00087719298245614	0.00151934281365691	1.73205080756888	dcDNA	PK-15_1h_1	viral_read.count	
CTO	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	291	PK-15_1h_2	0	0.00087719298245614	0.00151934281365691	1.73205080756888	0.00087719298245614	0.00151934281365691	1.73205080756888	dcDNA	PK-15_1h_2	viral_read.count	
CTO	L	1h	1	PK-15	PK-15_dcDNA_1h	LT934125.1	-	159	PK-15_1h_3	0	0.00087719298245614	0.00151934281365691	1.73205080756888	0.00087719298245614	0.00151934281365691	1.73205080756888	dcDNA	PK-15_1h_3	viral_read.count	
