gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean	sd	varcoeff	libtype	sample_name	norm.method	cluster
ORF-1	E	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	29495.178671	29495.178671			dcDNA	C6_4h	WO	cluster_1
ORF-1	E	4h	4	NRK	NRK_4h	LT934125.1	+	1	NRK_4h	39248.370967	39248.370967			dcDNA	NRK_4h	WO	cluster_1
ORF-1	E	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	23678.385752	23678.385752			dcDNA	PC_12_4h	WO	cluster_1
ORF-1	E	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	18941.2841	18941.2841			dcDNA	PK_15_4h	WO	cluster_1
ORF-1	E	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	23725.115899	23725.115899			dcDNA	C6_6h	WO	cluster_1
ORF-1	E	6h	6	NRK	NRK_6h	LT934125.1	+	1	NRK_6h	34085.639201	34085.639201			dcDNA	NRK_6h	WO	cluster_1
ORF-1	E	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	21677.578056	21677.578056			dcDNA	PC_12_6h	WO	cluster_1
ORF-1	E	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	12441.577913	12441.577913			dcDNA	PK_15_6h	WO	cluster_1
ORF-1	E	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	17130.934513	17130.934513			dcDNA	C6_8h	WO	cluster_1
ORF-1	E	8h	8	NRK	NRK_8h	LT934125.1	+	1	NRK_8h	24748.221221	24748.221221			dcDNA	NRK_8h	WO	cluster_1
ORF-1	E	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	15795.007771	15795.007771			dcDNA	PC_12_8h	WO	cluster_1
ORF-1	E	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	7543.197528	7543.197528			dcDNA	PK_15_8h	WO	cluster_1
UL54	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	33333.333333	33333.333333			dcDNA	PC_12_0.5h	WO	cluster_1
UL54	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	38510.911424	38510.911424			dcDNA	PC_12_1.5h	WO	cluster_1
UL54	E	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	7879.326509	7879.326509			dcDNA	C6_12h	WO	cluster_1
UL54	E	12h	12	NRK	NRK_12h	LT934125.1	-	1	NRK_12h	8412.363741	8412.363741			dcDNA	NRK_12h	WO	cluster_1
UL54	E	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	7044.863662	7044.863662			dcDNA	PC_12_12h	WO	cluster_1
UL54	E	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	4055.652131	4055.652131			dcDNA	PK_15_12h	WO	cluster_1
UL54	E	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	33920.417482	33920.417482			dcDNA	C6_1h	WO	cluster_1
UL54	E	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	21052.631578	21052.631578			dcDNA	NRK_1h	WO	cluster_1
UL54	E	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	34298.780488	34298.780488			dcDNA	PC_12_1h	WO	cluster_1
UL54	E	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	14221.556886	14221.556886			dcDNA	PK_15_1h	WO	cluster_1
UL54	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	26701.119724	26701.119724			dcDNA	PC_12_2.5h	WO	cluster_1
UL54	E	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	27961.362481	27961.362481			dcDNA	C6_2h	WO	cluster_1
UL54	E	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	28594.771241	28594.771241			dcDNA	NRK_2h	WO	cluster_1
UL54	E	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	33464.052285	33464.052285			dcDNA	PC_12_2h	WO	cluster_1
UL54	E	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	29012.397741	29012.397741			dcDNA	PK_15_2h	WO	cluster_1
UL54	E	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	14180.374362	14180.374362			dcDNA	C6_4h	WO	cluster_1
UL54	E	4h	4	NRK	NRK_4h	LT934125.1	-	1	NRK_4h	18033.03531	18033.03531			dcDNA	NRK_4h	WO	cluster_1
UL54	E	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	13743.758686	13743.758686			dcDNA	PC_12_4h	WO	cluster_1
UL54	E	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	18962.075849	18962.075849			dcDNA	PK_15_4h	WO	cluster_1
UL54	E	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	18598.309245	18598.309245			dcDNA	C6_6h	WO	cluster_1
UL54	E	6h	6	NRK	NRK_6h	LT934125.1	-	1	NRK_6h	14801.360332	14801.360332			dcDNA	NRK_6h	WO	cluster_1
UL54	E	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	13875.187372	13875.187372			dcDNA	PC_12_6h	WO	cluster_1
UL54	E	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	12989.953161	12989.953161			dcDNA	PK_15_6h	WO	cluster_1
UL54	E	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	16716.082823	16716.082823			dcDNA	C6_8h	WO	cluster_1
UL54	E	8h	8	NRK	NRK_8h	LT934125.1	-	1	NRK_8h	15519.197057	15519.197057			dcDNA	NRK_8h	WO	cluster_1
UL54	E	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	14583.523819	14583.523819			dcDNA	PC_12_8h	WO	cluster_1
UL54	E	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	9304.274729	9304.274729			dcDNA	PK_15_8h	WO	cluster_1
UL53	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO	
UL53	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO	
UL53	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	0	0			dcDNA	C6_12h	WO	
UL53	L	12h	12	NRK	NRK_12h	LT934125.1	-	1	NRK_12h	0	0			dcDNA	NRK_12h	WO	
UL53	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	0	0			dcDNA	PC_12_12h	WO	
UL53	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	0	0			dcDNA	PK_15_12h	WO	
UL53	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO	
UL53	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO	
UL53	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO	
UL53	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO	
UL53	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO	
UL53	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	0	0			dcDNA	C6_2h	WO	
UL53	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	0	0			dcDNA	NRK_2h	WO	
UL53	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO	
UL53	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO	
UL53	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	0	0			dcDNA	C6_4h	WO	
UL53	L	4h	4	NRK	NRK_4h	LT934125.1	-	1	NRK_4h	0	0			dcDNA	NRK_4h	WO	
UL53	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO	
UL53	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	0	0			dcDNA	PK_15_4h	WO	
UL53	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	0	0			dcDNA	C6_6h	WO	
UL53	L	6h	6	NRK	NRK_6h	LT934125.1	-	1	NRK_6h	38.645849	38.645849			dcDNA	NRK_6h	WO	
UL53	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	0	0			dcDNA	PC_12_6h	WO	
UL53	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	0	0			dcDNA	PK_15_6h	WO	
UL53	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	0	0			dcDNA	C6_8h	WO	
UL53	L	8h	8	NRK	NRK_8h	LT934125.1	-	1	NRK_8h	0	0			dcDNA	NRK_8h	WO	
UL53	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	0	0			dcDNA	PC_12_8h	WO	
UL53	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	0	0			dcDNA	PK_15_8h	WO	
UL52	E	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO	
UL52	E	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	WO	
UL52	E	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	0	0			dcDNA	C6_12h	WO	
UL52	E	12h	12	NRK	NRK_12h	LT934125.1	-	1	NRK_12h	0	0			dcDNA	NRK_12h	WO	
UL52	E	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	0	0			dcDNA	PC_12_12h	WO	
UL52	E	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	0	0			dcDNA	PK_15_12h	WO	
UL52	E	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	0	0			dcDNA	C6_1h	WO	
UL52	E	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	0	0			dcDNA	NRK_1h	WO	
UL52	E	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	0	0			dcDNA	PC_12_1h	WO	
UL52	E	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	0	0			dcDNA	PK_15_1h	WO	
UL52	E	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	WO	
UL52	E	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	0	0			dcDNA	C6_2h	WO	
UL52	E	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	0	0			dcDNA	NRK_2h	WO	
UL52	E	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO	
UL52	E	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	0	0			dcDNA	PK_15_2h	WO	
UL52	E	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	0	0			dcDNA	C6_4h	WO	
UL52	E	4h	4	NRK	NRK_4h	LT934125.1	-	1	NRK_4h	0	0			dcDNA	NRK_4h	WO	
UL52	E	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO	
UL52	E	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	0	0			dcDNA	PK_15_4h	WO	
UL52	E	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	0	0			dcDNA	C6_6h	WO	
UL52	E	6h	6	NRK	NRK_6h	LT934125.1	-	1	NRK_6h	38.645849	38.645849			dcDNA	NRK_6h	WO	
UL52	E	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	0	0			dcDNA	PC_12_6h	WO	
UL52	E	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	0	0			dcDNA	PK_15_6h	WO	
UL52	E	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	0	0			dcDNA	C6_8h	WO	
UL52	E	8h	8	NRK	NRK_8h	LT934125.1	-	1	NRK_8h	0	0			dcDNA	NRK_8h	WO	
UL52	E	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	0	0			dcDNA	PC_12_8h	WO	
UL52	E	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	0	0			dcDNA	PK_15_8h	WO	
UL51	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO	cluster_2
UL51	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	5134.788189	5134.788189			dcDNA	PC_12_1.5h	WO	cluster_2
UL51	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	1760.430491	1760.430491			dcDNA	C6_12h	WO	cluster_2
UL51	L	12h	12	NRK	NRK_12h	LT934125.1	+	1	NRK_12h	1796.856994	1796.856994			dcDNA	NRK_12h	WO	cluster_2
UL51	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	1612.418871	1612.418871			dcDNA	PC_12_12h	WO	cluster_2
UL51	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	691.637668	691.637668			dcDNA	PK_15_12h	WO	cluster_2
UL51	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	2609.262884	2609.262884			dcDNA	C6_1h	WO	cluster_2
UL51	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	0	0			dcDNA	NRK_1h	WO	cluster_2
UL51	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	5335.365854	5335.365854			dcDNA	PC_12_1h	WO	cluster_2
UL51	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	3742.51497	3742.51497			dcDNA	PK_15_1h	WO	cluster_2
UL51	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	2153.316106	2153.316106			dcDNA	PC_12_2.5h	WO	cluster_2
UL51	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	5592.272497	5592.272497			dcDNA	C6_2h	WO	cluster_2
UL51	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	4901.960784	4901.960784			dcDNA	NRK_2h	WO	cluster_2
UL51	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	4705.882351	4705.882351			dcDNA	PC_12_2h	WO	cluster_2
UL51	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	1855.444043	1855.444043			dcDNA	PK_15_2h	WO	cluster_2
UL51	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	3403.289846	3403.289846			dcDNA	C6_4h	WO	cluster_2
UL51	L	4h	4	NRK	NRK_4h	LT934125.1	+	1	NRK_4h	4394.605245	4394.605245			dcDNA	NRK_4h	WO	cluster_2
UL51	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	6125.495445	6125.495445			dcDNA	PC_12_4h	WO	cluster_2
UL51	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	6611.776448	6611.776448			dcDNA	PK_15_4h	WO	cluster_2
UL51	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	4254.158713	4254.158713			dcDNA	C6_6h	WO	cluster_2
UL51	L	6h	6	NRK	NRK_6h	LT934125.1	+	1	NRK_6h	2125.521719	2125.521719			dcDNA	NRK_6h	WO	cluster_2
UL51	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	4420.073539	4420.073539			dcDNA	PC_12_6h	WO	cluster_2
UL51	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	3788.317091	3788.317091			dcDNA	PK_15_6h	WO	cluster_2
UL51	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	3489.634808	3489.634808			dcDNA	C6_8h	WO	cluster_2
UL51	L	8h	8	NRK	NRK_8h	LT934125.1	+	1	NRK_8h	2440.449592	2440.449592			dcDNA	NRK_8h	WO	cluster_2
UL51	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	2742.982536	2742.982536			dcDNA	PC_12_8h	WO	cluster_2
UL51	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	2449.543641	2449.543641			dcDNA	PK_15_8h	WO	cluster_2
UL50	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	WO	cluster_1
UL50	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1	PC_12_1.5h	19255.455711	19255.455711			dcDNA	PC_12_1.5h	WO	cluster_1
UL50	L	12h	12	C6	C6_12h	LT934125.1	-	1	C6_12h	4051.668513	4051.668513			dcDNA	C6_12h	WO	cluster_1
UL50	L	12h	12	NRK	NRK_12h	LT934125.1	-	1	NRK_12h	7306.933906	7306.933906			dcDNA	NRK_12h	WO	cluster_1
UL50	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1	PC_12_12h	3719.926088	3719.926088			dcDNA	PC_12_12h	WO	cluster_1
UL50	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1	PK_15_12h	2300.312781	2300.312781			dcDNA	PK_15_12h	WO	cluster_1
UL50	L	1h	1	C6	C6_1h	LT934125.1	-	1	C6_1h	18264.840183	18264.840183			dcDNA	C6_1h	WO	cluster_1
UL50	L	1h	1	NRK	NRK_1h	LT934125.1	-	1	NRK_1h	31578.947369	31578.947369			dcDNA	NRK_1h	WO	cluster_1
UL50	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1	PC_12_1h	15243.902439	15243.902439			dcDNA	PC_12_1h	WO	cluster_1
UL50	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	1	PK_15_1h	2994.011976	2994.011976			dcDNA	PK_15_1h	WO	cluster_1
UL50	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1	PC_12_2.5h	12489.23342	12489.23342			dcDNA	PC_12_2.5h	WO	cluster_1
UL50	L	2h	2	C6	C6_2h	LT934125.1	-	1	C6_2h	19318.759533	19318.759533			dcDNA	C6_2h	WO	cluster_1
UL50	L	2h	2	NRK	NRK_2h	LT934125.1	-	1	NRK_2h	32679.738562	32679.738562			dcDNA	NRK_2h	WO	cluster_1
UL50	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1	PC_12_2h	15686.274507	15686.274507			dcDNA	PC_12_2h	WO	cluster_1
UL50	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1	PK_15_2h	15855.612719	15855.612719			dcDNA	PK_15_2h	WO	cluster_1
UL50	L	4h	4	C6	C6_4h	LT934125.1	-	1	C6_4h	11911.514463	11911.514463			dcDNA	C6_4h	WO	cluster_1
UL50	L	4h	4	NRK	NRK_4h	LT934125.1	-	1	NRK_4h	22882.254888	22882.254888			dcDNA	NRK_4h	WO	cluster_1
UL50	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1	PC_12_4h	12045.091882	12045.091882			dcDNA	PC_12_4h	WO	cluster_1
UL50	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1	PK_15_4h	13722.55489	13722.55489			dcDNA	PK_15_4h	WO	cluster_1
UL50	L	6h	6	C6	C6_6h	LT934125.1	-	1	C6_6h	11617.125715	11617.125715			dcDNA	C6_6h	WO	cluster_1
UL50	L	6h	6	NRK	NRK_6h	LT934125.1	-	1	NRK_6h	11902.921625	11902.921625			dcDNA	NRK_6h	WO	cluster_1
UL50	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1	PC_12_6h	7712.708032	7712.708032			dcDNA	PC_12_6h	WO	cluster_1
UL50	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1	PK_15_6h	7083.599555	7083.599555			dcDNA	PK_15_6h	WO	cluster_1
UL50	L	8h	8	C6	C6_8h	LT934125.1	-	1	C6_8h	9077.931113	9077.931113			dcDNA	C6_8h	WO	cluster_1
UL50	L	8h	8	NRK	NRK_8h	LT934125.1	-	1	NRK_8h	9916.474752	9916.474752			dcDNA	NRK_8h	WO	cluster_1
UL50	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1	PC_12_8h	5485.965075	5485.965075			dcDNA	PC_12_8h	WO	cluster_1
UL50	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1	PK_15_8h	3991.109804	3991.109804			dcDNA	PK_15_8h	WO	cluster_1
UL49.5	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1	PC_12_0.5h	33333.333334	33333.333334			dcDNA	PC_12_0.5h	WO	cluster_3
UL49.5	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1	PC_12_1.5h	24390.243902	24390.243902			dcDNA	PC_12_1.5h	WO	cluster_3
UL49.5	L	12h	12	C6	C6_12h	LT934125.1	+	1	C6_12h	40816.177455	40816.177455			dcDNA	C6_12h	WO	cluster_3
UL49.5	L	12h	12	NRK	NRK_12h	LT934125.1	+	1	NRK_12h	38143.731487	38143.731487			dcDNA	NRK_12h	WO	cluster_3
UL49.5	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1	PC_12_12h	45707.746374	45707.746374			dcDNA	PC_12_12h	WO	cluster_3
UL49.5	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1	PK_15_12h	56505.8712	56505.8712			dcDNA	PK_15_12h	WO	cluster_3
UL49.5	L	1h	1	C6	C6_1h	LT934125.1	+	1	C6_1h	35877.364645	35877.364645			dcDNA	C6_1h	WO	cluster_3
UL49.5	L	1h	1	NRK	NRK_1h	LT934125.1	+	1	NRK_1h	21052.631579	21052.631579			dcDNA	NRK_1h	WO	cluster_3
UL49.5	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1	PC_12_1h	23628.048781	23628.048781			dcDNA	PC_12_1h	WO	cluster_3
UL49.5	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	1	PK_15_1h	14970.05988	14970.05988			dcDNA	PK_15_1h	WO	cluster_3
UL49.5	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1	PC_12_2.5h	36175.710593	36175.710593			dcDNA	PC_12_2.5h	WO	cluster_3
UL49.5	L	2h	2	C6	C6_2h	LT934125.1	+	1	C6_2h	41179.461108	41179.461108			dcDNA	C6_2h	WO	cluster_3
UL49.5	L	2h	2	NRK	NRK_2h	LT934125.1	+	1	NRK_2h	0	0			dcDNA	NRK_2h	WO	cluster_3
UL49.5	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1	PC_12_2h	0	0			dcDNA	PC_12_2h	WO	cluster_3
UL49.5	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1	PK_15_2h	42928.228052	42928.228052			dcDNA	PK_15_2h	WO	cluster_3
UL49.5	L	4h	4	C6	C6_4h	LT934125.1	+	1	C6_4h	27509.92626	27509.92626			dcDNA	C6_4h	WO	cluster_3
UL49.5	L	4h	4	NRK	NRK_4h	LT934125.1	+	1	NRK_4h	38793.756631	38793.756631			dcDNA	NRK_4h	WO	cluster_3
UL49.5	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1	PC_12_4h	0	0			dcDNA	PC_12_4h	WO	cluster_3
UL49.5	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1	PK_15_4h	40710.246177	40710.246177			dcDNA	PK_15_4h	WO	cluster_3
UL49.5	L	6h	6	C6	C6_6h	LT934125.1	+	1	C6_6h	32069.811835	32069.811835			dcDNA	C6_6h	WO	cluster_3
UL49.5	L	6h	6	NRK	NRK_6h	LT934125.1	+	1	NRK_6h	36327.098466	36327.098466			dcDNA	NRK_6h	WO	cluster_3
UL49.5	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1	PC_12_6h	34950.61048	34950.61048			dcDNA	PC_12_6h	WO	cluster_3
UL49.5	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1	PK_15_6h	34150.194446	34150.194446			dcDNA	PK_15_6h	WO	cluster_3
UL49.5	L	8h	8	C6	C6_8h	LT934125.1	+	1	C6_8h	35713.849945	35713.849945			dcDNA	C6_8h	WO	cluster_3
UL49.5	L	8h	8	NRK	NRK_8h	LT934125.1	+	1	NRK_8h	33392.912383	33392.912383			dcDNA	NRK_8h	WO	cluster_3
UL49.5	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1	PC_12_8h	38973.210204	38973.210204			dcDNA	PC_12_8h	WO	cluster_3
UL49.5	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1	PK_15_8h	38816.037276	38816.037276			dcDNA	PK_15_8h	WO	cluster_3
