gene	Kinetic_class	hpi	Time	cell_line	group	mean	sd	varcoeff
UL53	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL53	L	2h	2	PC_12	PC_12_2h	0		
UL53	L	4h	4	PC_12	PC_12_4h	100.38145		
UL53	L	6h	6	PC_12	PC_12_6h	186.557219		
UL53	L	8h	8	PC_12	PC_12_8h	255.656398		
UL53	L	12h	12	PK_15	PK_15_12h	180.778032		
UL53	L	1h	1	PK_15	PK_15_1h	0		
UL53	L	2h	2	PK_15	PK_15_2h	362.056481		
UL53	L	4h	4	PK_15	PK_15_4h	284.160105		
UL53	L	6h	6	PK_15	PK_15_6h	354.841571		
UL53	L	8h	8	PK_15	PK_15_8h	394.738573		
UL52	E	12h	12	C6	C6_12h	83.922539		
UL52	E	1h	1	C6	C6_1h	0		
UL52	E	2h	2	C6	C6_2h	1239.157373		
UL52	E	4h	4	C6	C6_4h	0		
UL52	E	6h	6	C6	C6_6h	86.244071		
UL52	E	8h	8	C6	C6_8h	32.2841		
UL52	E	1h	1	NRK	NRK_1h	0		
UL52	E	2h	2	NRK	NRK_2h	0		
UL52	E	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL52	E	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL52	E	12h	12	PC_12	PC_12_12h	34.128062		
UL52	E	1h	1	PC_12	PC_12_1h	0		
UL52	E	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL52	E	2h	2	PC_12	PC_12_2h	0		
UL52	E	4h	4	PC_12	PC_12_4h	0		
UL52	E	6h	6	PC_12	PC_12_6h	53.302063		
UL52	E	8h	8	PC_12	PC_12_8h	159.785249		
UL52	E	12h	12	PK_15	PK_15_12h	0		
UL52	E	1h	1	PK_15	PK_15_1h	2923.976608		
UL52	E	2h	2	PK_15	PK_15_2h	362.056481		
UL52	E	4h	4	PK_15	PK_15_4h	121.782902		
UL52	E	6h	6	PK_15	PK_15_6h	24.193743		
UL52	E	8h	8	PK_15	PK_15_8h	48.245826		
UL51	L	12h	12	C6	C6_12h	2657.547083		
UL51	L	1h	1	C6	C6_1h	0		
UL51	L	2h	2	C6	C6_2h	3717.472119		
UL51	L	4h	4	C6	C6_4h	4729.374672		
UL51	L	6h	6	C6	C6_6h	0		
UL51	L	8h	8	C6	C6_8h	0		
UL51	L	1h	1	NRK	NRK_1h	0		
UL51	L	2h	2	NRK	NRK_2h	3236.245955		
UL51	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL51	L	1.5h	1.5	PC_12	PC_12_1.5h	4424.778761		
UL51	L	12h	12	PC_12	PC_12_12h	1638.146983		
UL51	L	1h	1	PC_12	PC_12_1h	4454.342984		
UL51	L	2.5h	2.5	PC_12	PC_12_2.5h	1480.3849		
UL51	L	2h	2	PC_12	PC_12_2h	4669.779853		
UL51	L	4h	4	PC_12	PC_12_4h	4918.691027		
UL51	L	6h	6	PC_12	PC_12_6h	0		
UL51	L	8h	8	PC_12	PC_12_8h	0		
UL51	L	12h	12	PK_15	PK_15_12h	718.53547		
UL51	L	1h	1	PK_15	PK_15_1h	2923.976608		
UL51	L	2h	2	PK_15	PK_15_2h	2172.338885		
UL51	L	4h	4	PK_15	PK_15_4h	0		
UL51	L	6h	6	PK_15	PK_15_6h	4532.294615		
UL51	L	8h	8	PK_15	PK_15_8h	2907.907492		
UL50	L	12h	12	C6	C6_12h	2112.050578		
UL50	L	1h	1	C6	C6_1h	12326.656394		
UL50	L	2h	2	C6	C6_2h	14869.888476		
UL50	L	4h	4	C6	C6_4h	5780.346821		
UL50	L	6h	6	C6	C6_6h	0		
UL50	L	8h	8	C6	C6_8h	0		
UL50	L	1h	1	NRK	NRK_1h	30303.030303		
UL50	L	2h	2	NRK	NRK_2h	19417.475728		
UL50	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL50	L	1.5h	1.5	PC_12	PC_12_1.5h	19911.504426		
UL50	L	12h	12	PC_12	PC_12_12h	1030.667476		
UL50	L	1h	1	PC_12	PC_12_1h	11135.857461		
UL50	L	2.5h	2.5	PC_12	PC_12_2.5h	14063.65655		
UL50	L	2h	2	PC_12	PC_12_2h	10673.782522		
UL50	L	4h	4	PC_12	PC_12_4h	0		
UL50	L	6h	6	PC_12	PC_12_6h	3811.097489		
UL50	L	8h	8	PC_12	PC_12_8h	0		
UL50	L	12h	12	PK_15	PK_15_12h	697.940504		
UL50	L	1h	1	PK_15	PK_15_1h	2923.976608		
UL50	L	2h	2	PK_15	PK_15_2h	0		
UL50	L	4h	4	PK_15	PK_15_4h	0		
UL50	L	6h	6	PK_15	PK_15_6h	2750.022177		
UL50	L	8h	8	PK_15	PK_15_8h	2021.938693		
UL49.5	L	12h	12	C6	C6_12h	12301.645581		
UL49.5	L	1h	1	C6	C6_1h	24653.312788		
UL49.5	L	2h	2	C6	C6_2h	0		
UL49.5	L	4h	4	C6	C6_4h	9458.749345		
UL49.5	L	6h	6	C6	C6_6h	12850.366537		
UL49.5	L	8h	8	C6	C6_8h	13753.026635		
UL49.5	L	1h	1	NRK	NRK_1h	20202.020202		
UL49.5	L	2h	2	NRK	NRK_2h	19417.475729		
UL49.5	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL49.5	L	1.5h	1.5	PC_12	PC_12_1.5h	26548.672568		
UL49.5	L	12h	12	PC_12	PC_12_12h	10477.315077		
UL49.5	L	1h	1	PC_12	PC_12_1h	22271.714922		
UL49.5	L	2.5h	2.5	PC_12	PC_12_2.5h	27387.120651		
UL49.5	L	2h	2	PC_12	PC_12_2h	26017.344897		
UL49.5	L	4h	4	PC_12	PC_12_4h	12346.91829		
UL49.5	L	6h	6	PC_12	PC_12_6h	13805.234263		
UL49.5	L	8h	8	PC_12	PC_12_8h	12303.464144		
UL49.5	L	12h	12	PK_15	PK_15_12h	12171.624714		
UL49.5	L	1h	1	PK_15	PK_15_1h	8771.929824		
UL49.5	L	2h	2	PK_15	PK_15_2h	25343.953656		
UL49.5	L	4h	4	PK_15	PK_15_4h	23625.882926		
UL49.5	L	6h	6	PK_15	PK_15_6h	10435.568028		
UL49.5	L	8h	8	PK_15	PK_15_8h	0		
UL49	L	12h	12	C6	C6_12h	6189.287286		
UL49	L	1h	1	C6	C6_1h	3081.664098		
UL49	L	2h	2	C6	C6_2h	4956.629492		
UL49	L	4h	4	C6	C6_4h	3678.402522		
UL49	L	6h	6	C6	C6_6h	3880.983182		
UL49	L	8h	8	C6	C6_8h	4422.92171		
UL49	L	1h	1	NRK	NRK_1h	0		
UL49	L	2h	2	NRK	NRK_2h	9708.737864		
UL49	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL49	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL49	L	12h	12	PC_12	PC_12_12h	5399.05943		
UL49	L	1h	1	PC_12	PC_12_1h	0		
UL49	L	2.5h	2.5	PC_12	PC_12_2.5h	8882.3094		
UL49	L	2h	2	PC_12	PC_12_2h	4669.779854		
UL49	L	4h	4	PC_12	PC_12_4h	3412.969286		
UL49	L	6h	6	PC_12	PC_12_6h	3997.65471		
UL49	L	8h	8	PC_12	PC_12_8h	5688.354851		
UL49	L	12h	12	PK_15	PK_15_12h	7210.526316		
UL49	L	1h	1	PK_15	PK_15_1h	0		
UL49	L	2h	2	PK_15	PK_15_2h	3620.564808		
UL49	L	4h	4	PK_15	PK_15_4h	6170.333686		
UL49	L	6h	6	PK_15	PK_15_6h	4782.296629		
UL49	L	8h	8	PK_15	PK_15_8h	6412.308826		
UL48	L	12h	12	C6	C6_12h	1566.554071		
UL48	L	1h	1	C6	C6_1h	1540.832049		
UL48	L	2h	2	C6	C6_2h	0		
UL48	L	4h	4	C6	C6_4h	525.486075		
UL48	L	6h	6	C6	C6_6h	776.196637		
UL48	L	8h	8	C6	C6_8h	548.829701		
UL48	L	1h	1	NRK	NRK_1h	0		
UL48	L	2h	2	NRK	NRK_2h	0		
UL48	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL48	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL48	L	12h	12	PC_12	PC_12_12h	812.247879		
UL48	L	1h	1	PC_12	PC_12_1h	0		
UL48	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL48	L	2h	2	PC_12	PC_12_2h	0		
UL48	L	4h	4	PC_12	PC_12_4h	200.762899		
UL48	L	6h	6	PC_12	PC_12_6h	319.812376		
UL48	L	8h	8	PC_12	PC_12_8h	830.883293		
UL48	L	12h	12	PK_15	PK_15_12h	1290.617849		
UL48	L	1h	1	PK_15	PK_15_1h	0		
UL48	L	2h	2	PK_15	PK_15_2h	362.056481		
UL48	L	4h	4	PK_15	PK_15_4h	162.377203		
UL48	L	6h	6	PK_15	PK_15_6h	572.585262		
UL48	L	8h	8	PK_15	PK_15_8h	1359.655086		
UL47	L	12h	12	C6	C6_12h	825.238305		
UL47	L	1h	1	C6	C6_1h	0		
UL47	L	2h	2	C6	C6_2h	0		
UL47	L	4h	4	C6	C6_4h	0		
UL47	L	6h	6	C6	C6_6h	0		
UL47	L	8h	8	C6	C6_8h	225.9887		
UL47	L	1h	1	NRK	NRK_1h	0		
UL47	L	2h	2	NRK	NRK_2h	0		
UL47	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL47	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL47	L	12h	12	PC_12	PC_12_12h	546.048993		
UL47	L	1h	1	PC_12	PC_12_1h	0		
UL47	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL47	L	2h	2	PC_12	PC_12_2h	0		
UL47	L	4h	4	PC_12	PC_12_4h	0		
UL47	L	6h	6	PC_12	PC_12_6h	346.463409		
UL47	L	8h	8	PC_12	PC_12_8h	255.656398		
UL47	L	12h	12	PK_15	PK_15_12h	697.940505		
UL47	L	1h	1	PK_15	PK_15_1h	0		
UL47	L	2h	2	PK_15	PK_15_2h	0		
UL47	L	4h	4	PK_15	PK_15_4h	40.594301		
UL47	L	6h	6	PK_15	PK_15_6h	370.970733		
UL47	L	8h	8	PK_15	PK_15_8h	543.862036		
UL46	L	12h	12	C6	C6_12h	17938.442818		
UL46	L	1h	1	C6	C6_1h	16949.152542		
UL46	L	2h	2	C6	C6_2h	6195.786865		
UL46	L	4h	4	C6	C6_4h	17866.526538		
UL46	L	6h	6	C6	C6_6h	19404.915913		
UL46	L	8h	8	C6	C6_8h	11460.855528		
UL46	L	1h	1	NRK	NRK_1h	30303.030303		
UL46	L	2h	2	NRK	NRK_2h	3236.245955		
UL46	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL46	L	1.5h	1.5	PC_12	PC_12_1.5h	6637.168142		
UL46	L	12h	12	PC_12	PC_12_12h	5112.383709		
UL46	L	1h	1	PC_12	PC_12_1h	4454.342984		
UL46	L	2.5h	2.5	PC_12	PC_12_2.5h	2220.57735		
UL46	L	2h	2	PC_12	PC_12_2h	7338.225484		
UL46	L	4h	4	PC_12	PC_12_4h	13049.588437		
UL46	L	6h	6	PC_12	PC_12_6h	12632.58888		
UL46	L	8h	8	PC_12	PC_12_8h	5081.170906		
UL46	L	12h	12	PK_15	PK_15_12h	6594.965675		
UL46	L	1h	1	PK_15	PK_15_1h	0		
UL46	L	2h	2	PK_15	PK_15_2h	8689.355539		
UL46	L	4h	4	PK_15	PK_15_4h	8524.803118		
UL46	L	6h	6	PK_15	PK_15_6h	7758.127082		
UL46	L	8h	8	PK_15	PK_15_8h	7916.701389		
UL27	L	12h	12	C6	C6_12h	6063.403479		
UL27	L	1h	1	C6	C6_1h	10785.824345		
UL27	L	2h	2	C6	C6_2h	3717.472119		
UL27	L	4h	4	C6	C6_4h	14188.124015		
UL27	L	6h	6	C6	C6_6h	12074.169901		
UL27	L	8h	8	C6	C6_8h	4164.648911		
UL27	L	1h	1	NRK	NRK_1h	10101.010101		
UL27	L	2h	2	NRK	NRK_2h	12944.983819		
UL27	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL27	L	1.5h	1.5	PC_12	PC_12_1.5h	4424.778762		
UL27	L	12h	12	PC_12	PC_12_12h	7050.857638		
UL27	L	1h	1	PC_12	PC_12_1h	4454.342984		
UL27	L	2.5h	2.5	PC_12	PC_12_2.5h	1480.3849		
UL27	L	2h	2	PC_12	PC_12_2h	5336.891261		
UL27	L	4h	4	PC_12	PC_12_4h	7127.082916		
UL27	L	6h	6	PC_12	PC_12_6h	6342.945472		
UL27	L	8h	8	PC_12	PC_12_8h	0		
UL27	L	12h	12	PK_15	PK_15_12h	9578.947369		
UL27	L	1h	1	PK_15	PK_15_1h	0		
UL27	L	2h	2	PK_15	PK_15_2h	4706.734252		
UL27	L	4h	4	PK_15	PK_15_4h	2882.195339		
UL27	L	6h	6	PK_15	PK_15_6h	3282.284535		
UL27	L	8h	8	PK_15	PK_15_8h	8973.723567		
UL28	E	12h	12	C6	C6_12h	41.96127		
UL28	E	1h	1	C6	C6_1h	0		
UL28	E	2h	2	C6	C6_2h	0		
UL28	E	4h	4	C6	C6_4h	525.486075		
UL28	E	6h	6	C6	C6_6h	0		
UL28	E	8h	8	C6	C6_8h	0		
UL28	E	1h	1	NRK	NRK_1h	0		
UL28	E	2h	2	NRK	NRK_2h	0		
UL28	E	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL28	E	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL28	E	12h	12	PC_12	PC_12_12h	27.30245		
UL28	E	1h	1	PC_12	PC_12_1h	0		
UL28	E	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL28	E	2h	2	PC_12	PC_12_2h	0		
UL28	E	4h	4	PC_12	PC_12_4h	0		
UL28	E	6h	6	PC_12	PC_12_6h	26.651031		
UL28	E	8h	8	PC_12	PC_12_8h	0		
UL28	E	12h	12	PK_15	PK_15_12h	0		
UL28	E	1h	1	PK_15	PK_15_1h	0		
UL28	E	2h	2	PK_15	PK_15_2h	362.056481		
UL28	E	4h	4	PK_15	PK_15_4h	40.594301		
UL28	E	6h	6	PK_15	PK_15_6h	24.193743		
UL28	E	8h	8	PK_15	PK_15_8h	13.157952		
UL29	E	12h	12	C6	C6_12h	0		
UL29	E	1h	1	C6	C6_1h	0		
UL29	E	2h	2	C6	C6_2h	1239.157373		
UL29	E	4h	4	C6	C6_4h	0		
UL29	E	6h	6	C6	C6_6h	0		
UL29	E	8h	8	C6	C6_8h	0		
UL29	E	1h	1	NRK	NRK_1h	0		
UL29	E	2h	2	NRK	NRK_2h	6472.491909		
UL29	E	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL29	E	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL29	E	12h	12	PC_12	PC_12_12h	0		
UL29	E	1h	1	PC_12	PC_12_1h	0		
UL29	E	2.5h	2.5	PC_12	PC_12_2.5h	1480.3849		
UL29	E	2h	2	PC_12	PC_12_2h	2668.445631		
UL29	E	4h	4	PC_12	PC_12_4h	200.7629		
UL29	E	6h	6	PC_12	PC_12_6h	0		
UL29	E	8h	8	PC_12	PC_12_8h	0		
UL29	E	12h	12	PK_15	PK_15_12h	0		
UL29	E	1h	1	PK_15	PK_15_1h	0		
UL29	E	2h	2	PK_15	PK_15_2h	7241.129617		
UL29	E	4h	4	PK_15	PK_15_4h	0		
UL29	E	6h	6	PK_15	PK_15_6h	0		
UL29	E	8h	8	PK_15	PK_15_8h	0		
UL30	E	12h	12	C6	C6_12h	90.916085		
UL30	E	1h	1	C6	C6_1h	6163.328196		
UL30	E	2h	2	C6	C6_2h	0		
UL30	E	4h	4	C6	C6_4h	0		
UL30	E	6h	6	C6	C6_6h	776.196637		
UL30	E	8h	8	C6	C6_8h	258.2728		
UL30	E	1h	1	NRK	NRK_1h	0		
UL30	E	2h	2	NRK	NRK_2h	0		
UL30	E	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL30	E	1.5h	1.5	PC_12	PC_12_1.5h	2212.389381		
UL30	E	12h	12	PC_12	PC_12_12h	0		
UL30	E	1h	1	PC_12	PC_12_1h	2227.171492		
UL30	E	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL30	E	2h	2	PC_12	PC_12_2h	2668.445631		
UL30	E	4h	4	PC_12	PC_12_4h	301.144349		
UL30	E	6h	6	PC_12	PC_12_6h	213.208251		
UL30	E	8h	8	PC_12	PC_12_8h	191.742299		
UL30	E	12h	12	PK_15	PK_15_12h	0		
UL30	E	1h	1	PK_15	PK_15_1h	0		
UL30	E	2h	2	PK_15	PK_15_2h	1086.169443		
UL30	E	4h	4	PK_15	PK_15_4h	243.565804		
UL30	E	6h	6	PK_15	PK_15_6h	64.516649		
UL30	E	8h	8	PK_15	PK_15_8h	192.983302		
UL31	L	12h	12	C6	C6_12h	23197.588628		
UL31	L	1h	1	C6	C6_1h	6163.328196		
UL31	L	2h	2	C6	C6_2h	12391.57373		
UL31	L	4h	4	C6	C6_4h	20493.95691		
UL31	L	6h	6	C6	C6_6h	0		
UL31	L	8h	8	C6	C6_8h	0		
UL31	L	1h	1	NRK	NRK_1h	0		
UL31	L	2h	2	NRK	NRK_2h	16181.229774		
UL31	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL31	L	1.5h	1.5	PC_12	PC_12_1.5h	8849.557523		
UL31	L	12h	12	PC_12	PC_12_12h	0		
UL31	L	1h	1	PC_12	PC_12_1h	0		
UL31	L	2.5h	2.5	PC_12	PC_12_2.5h	13323.4641		
UL31	L	2h	2	PC_12	PC_12_2h	10673.782522		
UL31	L	4h	4	PC_12	PC_12_4h	12949.206988		
UL31	L	6h	6	PC_12	PC_12_6h	15164.436863		
UL31	L	8h	8	PC_12	PC_12_8h	30838.552986		
UL31	L	12h	12	PK_15	PK_15_12h	0		
UL31	L	1h	1	PK_15	PK_15_1h	0		
UL31	L	2h	2	PK_15	PK_15_2h	7603.186098		
UL31	L	4h	4	PK_15	PK_15_4h	26589.266867		
UL31	L	6h	6	PK_15	PK_15_6h	0		
UL31	L	8h	8	PK_15	PK_15_8h	0		
UL32	L	12h	12	C6	C6_12h	538.502962		
UL32	L	1h	1	C6	C6_1h	0		
UL32	L	2h	2	C6	C6_2h	0		
UL32	L	4h	4	C6	C6_4h	525.486075		
UL32	L	6h	6	C6	C6_6h	0		
UL32	L	8h	8	C6	C6_8h	322.841001		
UL32	L	1h	1	NRK	NRK_1h	0		
UL32	L	2h	2	NRK	NRK_2h	0		
UL32	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL32	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL32	L	12h	12	PC_12	PC_12_12h	163.814698		
UL32	L	1h	1	PC_12	PC_12_1h	0		
UL32	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL32	L	2h	2	PC_12	PC_12_2h	0		
UL32	L	4h	4	PC_12	PC_12_4h	501.907249		
UL32	L	6h	6	PC_12	PC_12_6h	0		
UL32	L	8h	8	PC_12	PC_12_8h	383.484596		
UL32	L	12h	12	PK_15	PK_15_12h	260.869565		
UL32	L	1h	1	PK_15	PK_15_1h	0		
UL32	L	2h	2	PK_15	PK_15_2h	0		
UL32	L	4h	4	PK_15	PK_15_4h	121.782902		
UL32	L	6h	6	PK_15	PK_15_6h	225.808273		
UL32	L	8h	8	PK_15	PK_15_8h	377.194636		
UL33	E	12h	12	C6	C6_12h	20.980635		
UL33	E	1h	1	C6	C6_1h	0		
UL33	E	2h	2	C6	C6_2h	0		
UL33	E	4h	4	C6	C6_4h	0		
UL33	E	6h	6	C6	C6_6h	172.488141		
UL33	E	8h	8	C6	C6_8h	64.5682		
UL33	E	1h	1	NRK	NRK_1h	0		
UL33	E	2h	2	NRK	NRK_2h	0		
UL33	E	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL33	E	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL33	E	12h	12	PC_12	PC_12_12h	0		
UL33	E	1h	1	PC_12	PC_12_1h	0		
UL33	E	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL33	E	2h	2	PC_12	PC_12_2h	0		
UL33	E	4h	4	PC_12	PC_12_4h	200.7629		
UL33	E	6h	6	PC_12	PC_12_6h	53.302062		
UL33	E	8h	8	PC_12	PC_12_8h	63.914099		
UL33	E	12h	12	PK_15	PK_15_12h	0		
UL33	E	1h	1	PK_15	PK_15_1h	0		
UL33	E	2h	2	PK_15	PK_15_2h	0		
UL33	E	4h	4	PK_15	PK_15_4h	0		
UL33	E	6h	6	PK_15	PK_15_6h	16.129162		
UL33	E	8h	8	PK_15	PK_15_8h	0		
UL34	E	12h	12	C6	C6_12h	0		
UL34	E	1h	1	C6	C6_1h	12326.656394		
UL34	E	2h	2	C6	C6_2h	4956.629492		
UL34	E	4h	4	C6	C6_4h	17866.526538		
UL34	E	6h	6	C6	C6_6h	0		
UL34	E	8h	8	C6	C6_8h	0		
UL34	E	1h	1	NRK	NRK_1h	10101.010101		
UL34	E	2h	2	NRK	NRK_2h	22653.721683		
UL34	E	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL34	E	1.5h	1.5	PC_12	PC_12_1.5h	13274.336283		
UL34	E	12h	12	PC_12	PC_12_12h	0		
UL34	E	1h	1	PC_12	PC_12_1h	6681.514477		
UL34	E	2.5h	2.5	PC_12	PC_12_2.5h	16284.233901		
UL34	E	2h	2	PC_12	PC_12_2h	22681.787859		
UL34	E	4h	4	PC_12	PC_12_4h	0		
UL34	E	6h	6	PC_12	PC_12_6h	0		
UL34	E	8h	8	PC_12	PC_12_8h	0		
UL34	E	12h	12	PK_15	PK_15_12h	0		
UL34	E	1h	1	PK_15	PK_15_1h	0		
UL34	E	2h	2	PK_15	PK_15_2h	0		
UL34	E	4h	4	PK_15	PK_15_4h	0		
UL34	E	6h	6	PK_15	PK_15_6h	0		
UL34	E	8h	8	PK_15	PK_15_8h	0		
UL35	L	12h	12	C6	C6_12h	75712.117715		
UL35	L	1h	1	C6	C6_1h	1540.832049		
UL35	L	2h	2	C6	C6_2h	2478.314746		
UL35	L	4h	4	C6	C6_4h	15239.096165		
UL35	L	6h	6	C6	C6_6h	21388.52954		
UL35	L	8h	8	C6	C6_8h	46618.240517		
UL35	L	1h	1	NRK	NRK_1h	0		
UL35	L	2h	2	NRK	NRK_2h	3236.245955		
UL35	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL35	L	1.5h	1.5	PC_12	PC_12_1.5h	2212.389381		
UL35	L	12h	12	PC_12	PC_12_12h	95128.56041		
UL35	L	1h	1	PC_12	PC_12_1h	0		
UL35	L	2.5h	2.5	PC_12	PC_12_2.5h	11843.0792		
UL35	L	2h	2	PC_12	PC_12_2h	6004.002669		
UL35	L	4h	4	PC_12	PC_12_4h	20678.578599		
UL35	L	6h	6	PC_12	PC_12_6h	36378.657854		
UL35	L	8h	8	PC_12	PC_12_8h	65959.350633		
UL35	L	12h	12	PK_15	PK_15_12h	80899.313501		
UL35	L	1h	1	PK_15	PK_15_1h	0		
UL35	L	2h	2	PK_15	PK_15_2h	18826.937003		
UL35	L	4h	4	PK_15	PK_15_4h	25290.24925		
UL35	L	6h	6	PK_15	PK_15_6h	48387.486995		
UL35	L	8h	8	PK_15	PK_15_8h	60930.091796		
UL36	L	12h	12	C6	C6_12h	748.309311		
UL36	L	1h	1	C6	C6_1h	0		
UL36	L	2h	2	C6	C6_2h	0		
UL36	L	4h	4	C6	C6_4h	525.486075		
UL36	L	6h	6	C6	C6_6h	86.244071		
UL36	L	8h	8	C6	C6_8h	322.841001		
UL36	L	1h	1	NRK	NRK_1h	0		
UL36	L	2h	2	NRK	NRK_2h	0		
UL36	L	0.5h	0.5	PC_12	PC_12_0.5h	0		
UL36	L	1.5h	1.5	PC_12	PC_12_1.5h	0		
UL36	L	12h	12	PC_12	PC_12_12h	750.817367		
UL36	L	1h	1	PC_12	PC_12_1h	0		
UL36	L	2.5h	2.5	PC_12	PC_12_2.5h	0		
UL36	L	2h	2	PC_12	PC_12_2h	0		
UL36	L	4h	4	PC_12	PC_12_4h	401.525799		
UL36	L	6h	6	PC_12	PC_12_6h	133.255157		
UL36	L	8h	8	PC_12	PC_12_8h	575.226895		
UL36	L	12h	12	PK_15	PK_15_12h	405.034325		
UL36	L	1h	1	PK_15	PK_15_1h	0		
UL36	L	2h	2	PK_15	PK_15_2h	0		
