gene	Kinetic_class	cluster	C6_dcDNA_12h	C6_dcDNA_1h	C6_dcDNA_2h	C6_dcDNA_4h	C6_dcDNA_6h	C6_dcDNA_8h	NRK_dcDNA_1h	NRK_dcDNA_2h	PC-12_dcDNA_0.5h	PC-12_dcDNA_1.5h	PC-12_dcDNA_12h	PC-12_dcDNA_1h	PC-12_dcDNA_2.5h	PC-12_dcDNA_2h	PC-12_dcDNA_4h	PC-12_dcDNA_6h	PC-12_dcDNA_8h	PK-15_dcDNA_12h	PK-15_dcDNA_1h	PK-15_dcDNA_2h	PK-15_dcDNA_4h	PK-15_dcDNA_6h	PK-15_dcDNA_8h
UL29	E	cluster_7	0.000997597061819388	0.00768651426546163	0.00142045454545455	0	0.0020914150636802	0.000817921575384475	0	0.0121427036320653	0	0	0.000138624622820712	0	0.00304332259219477	0.00397402773001302	0.00013745704467354	0.000373574520566004	0.000603751656255101	0.000112620361079896	0	0.017078586344863	0.00158050376750333	0.000841762700780331	0.00160869916258358
UL30	E	cluster_2	0.000150930790778961	0.0101262626262626	0	0	0.00109651460843825	0.000307076894486718	0	0	0	0.00421940928270042	6.21392042453504e-06	0.0033003300330033	0	0.00397402773001302	0.000440666510243597	0.000344365500820707	0.000252801887587427	1.5905121210641e-05	0	0.00260831791613822	0.000319488337895581	9.18399070431112e-05	0.000241905898522002
UL31	L	cluster_1	0.0309559303964227	0.0102370193159667	0.0165992384578772	0.0321352804976094	0.0296867428037694	0.0349475979129689	0	0.0249451466670665	0	0.0148577071550408	0.0350456920625784	0	0.0215706390518421	0.017998043923284	0.0188128248480901	0.021218973923476	0.0428936637726287	0.0321310656720551	0	0.00830771933235569	0.0358684929368992	0.0324045331875111	0.0399495953765325
UL32	L	cluster_8	5.59576454670024e-05	0	0	0	0	3.87551835057939e-05	0	0	0	0	0	0	0	0	0.000290643319183343	9.7930457397773e-05	8.42672958624758e-05	1.46298287578544e-05	0	0	6.2445360309729e-05	4.99457308015886e-05	6.52094628620644e-05
UL33	E	cluster_1	0.00123608825663663	0.00194931773879142	0	0	0.0020376762450688	0.000813769587205015	0	0	0	0	0.000430095456589602	0	0	0	0.000990494688937755	0.000558752880920505	0.000435217064530149	0.000279650325642661	0	0.000277315585135885	5.01705799719045e-05	0.000270713640195423	0.00030125359152915
UL34	E	cluster_4	0.0245713981702884	0.0179235335814283	0.00687916468348406	0.0250075622384566	0.0214312527171234	0.0158488453386544	0.0128205128205128	0.0326970846515626	0	0.021330199064426	0.0100753205157689	0.0101467593567867	0.0242616614797066	0.0343468177652459	0.0163355211479283	0.0152618356954805	0.0165749174843018	0.011611883928892	0	0.015600287212117	0.0222269875028473	0.0105575105423714	0.0134949175305984
UL35	L	cluster_1	0.100252112083668	0.00189393939393939	0.00403825559257496	0.0219309692228705	0.0297764913338793	0.0635556790579387	0	0.00709219858156028	0	0.00421940928270042	0.122526943240456	0	0.021190797506587	0.00944330938246443	0.0315190200035861	0.0513147151594838	0.0941730148695654	0.0976522416456511	0	0.0149750415973378	0.0347451766560323	0.0664646120327598	0.0792306652853067
UL36	L	cluster_6	0.0011639484253205	0	0	0.000609384521633151	0.000115580212667591	0.000442049501731754	0	0	0	0	0.000988724289875039	0	0	0	0.000612745098039216	0.000191749381224361	0.000779226540588937	0.000486904625007605	0	0	6.2445360309729e-05	0.000178467419228897	0.00071016392572351
UL37	L	cluster_1	0.00397283868726881	0	0	0.00124843945068664	0.00209711490978435	0.00185838238292164	0	0.00709219858156028	0	0	0.00125909090998904	0	0	0.00128700128700129	0.000718700589334483	0.00155980172005949	0.00121444360511909	0.000844515868973246	0	0	0.000771190114567381	0.00114376176421836	0.00149337203407594
UL38	E	cluster_4	0.0160777878756769	0.0184693425482899	0.00949696573060447	0.0162991118888049	0.0185061536540354	0.0160766742188011	0	0.0256048860700024	0	0.00421940928270042	0.0130548328874113	0.0101467593567867	0.0105001514775951	0.00766454815289502	0.0158520641405627	0.0177326970114722	0.0146352940026311	0.0200190412523623	0	0.0105824828384004	0.0262855907026463	0.0255002066279733	0.0180320805740731
UL39	E	cluster_9	7.39623088074317e-06	0	0	0	0.00015220700152207	0	0	0	0	0	1.11051883439943e-05	0	0	0	0	0	4.21336479312379e-05	7.31491437892719e-06	0	0	0	0	5.71108750528276e-06
UL40	E	cluster_4	0.0256565035142884	0.0671389331915648	0.0616893741075678	0.0409892166911594	0.0270090093169062	0.0563057993063932	0.123809523809524	0.136768476451802	0.133928571428571	0.0983193833962192	0.0143898811957641	0.0751793436035436	0.0936670889678408	0.0629440696634686	0.0241574999108707	0.0185949327819851	0.0336222667582857	0.00387025860817127	0.0416268133269568	0.0853087298796064	0.0659686249000468	0.0265851888460235	0.0217553164587521
UL41	L	cluster_10	0.00453569503844356	0.0262666135034556	0.014955675868634	0.00624124185569874	0.00796531945314005	0.00955534494588787	0	0.00387596899224806	0	0.0177840997736458	0.00315503976604085	0.0417988950576595	0.0146898840507863	0.00762677895557978	0.00666261166336431	0.00535996126953742	0.00703336785084916	0.00334360775844542	0.0260640841702535	0.0135754643081142	0.00808145468842646	0.00846981844684262	0.00760514428832407
UL42	L	cluster_4	0.0104439344883361	0	0.0106943122322703	0.0144561231201952	0.0123985224719774	0.00846518588496151	0.0128205128205128	0.0217289170777543	0	0.0368612162113871	0.00570002927804112	0.0033003300330033	0.0275505613851478	0.0125468410963504	0.0120379315265314	0.0117592109061277	0.00799897160696319	0.00774372028809557	0	0.00961969167111135	0.013915165326247	0.00992449709801759	0.0095634699178323
UL43	L	cluster_4	0.00286900310211228	0.00384325713273082	0.00665605663969538	0	0.00217307350978973	0.00223578869366686	0.0256410256410256	0.00505050505050505	0.0714285714285714	0.011984917856181	0.0018823025207587	0.010752688172043	0.00836339934084295	0.00637754686589374	0.00313723648770978	0.00343036653467178	0.00457374121614893	0.00115707994635691	0	0.00703361905659152	0.00517158897382364	0.00284117469517339	0.00326091748064328
UL44	L	cluster_6	0.00976142873811947	0	0	0.00818616625481063	0.00705119554802921	0.00393359289532138	0	0	0	0	0.00719986941054729	0.00354609929078014	0.00170068027210884	0	0.00314984572780224	0.00682505033205614	0.00819723493823539	0.022485270460779	0	0.00415973377703827	0.00153381949543274	0.0039197113950644	0.0100898938644643
UL26.5	L	cluster_4	0.0965917969584858	0.106517366648946	0.116663196097097	0.0586216391960625	0.0547314681083492	0.0579050586926601	0.0571428571428571	0.0434578341555086	0.267857142857143	0.0485131833660619	0.036699795295429	0.0461966924214728	0.0558963801445005	0.0605963985504209	0.0353057139943862	0.0374676882150936	0.039452558327126	0.0469696091367095	0.0179340028694405	0.0586538039278096	0.0394104911283521	0.0376580766335252	0.0444509157213414
UL26	L	cluster_1	0.0111233064027574	0.00194931773879142	0.00403825559257496	0.00625607705940891	0.00690798550937481	0.00429244580476959	0	0	0	0	0.00426588995376581	0.00354609929078014	0.00106837606837607	0.0032740151520078	0.00802457287000724	0.00749581857429615	0.00531777440141552	0.00547554005980894	0	0.00190721557261196	0.00314084918392826	0.00380752020415753	0.00518746556767979
UL25	L	cluster_6	4.80239936211192e-05	0	0	0	0.000115580212667591	4.88114414018646e-05	0	0	0	0	2.60930552845859e-05	0	0	0	0	0	8.42672958624758e-05	1.87234298908562e-05	0	0	0	0	2.78745350935514e-05
UL24	L	cluster_8	0.00173987612161881	0	0	0.000609384521633151	0.000465025872966782	0.000470748427341477	0	0	0	0	0.00101504077652695	0	0	0	0.000584406628110494	0.000613059386839914	0.000645885304186338	0.000346291286036132	0	0	0.0011165272104937	0.00103113193519513	0.000913152651874989
UL23	L	cluster_4	0.00513792127708331	0.0490696438064859	0.0860007139457401	0.018186606268545	0.0197295095123161	0.0112011155765249	0.102747252747253	0.0552931592021152	0	0.0883238895614726	0.0026667148362948	0.0488910936392198	0.0457267252380034	0.0357862236648512	0.00791229121181288	0.00892748882656272	0.00799500956838082	0.00140574876052586	0.00813008130081301	0.0250801262502191	0.0208323480087514	0.00841645848606297	0.00581250553213591
UL22	L	cluster_1	0.00228899020453856	0	0.00403825559257496	0.00246720849395294	0.00283833286534137	0.00146667855968425	0	0	0	0	0.00164642938138226	0	0	0.0030657625165707	0.00298088712975043	0.00212205425378842	0.00239369385491582	0.00106053637509298	0	0.00381443114522391	0.000921701854483095	0.00141437232184856	0.00194932046360272
CTO-S	L	cluster_1	0.0802073941599615	0.0223679780258728	0.0682636244645407	0.125983628410578	0.212483911487973	0.236395454988352	0.0256410256410256	0.0187201055583045	0	0.0378979828591401	0.396129202368444	0.0367996991874891	0.114521652115637	0.048200350520395	0.233955626084316	0.259475897410137	0.310445560021972	0.412599806910884	0.0461601307189543	0.134910097327574	0.200106524562869	0.342587814251616	0.299124229052281
CTO-M	L	cluster_6	0.000404391641167706	0	0	0.00129198966408269	0.000329779754723743	0.000509503610847271	0	0	0	0	0.000805050787313923	0	0	0	0.000153186274509804	0.00012713947714307	0.000340539329754346	0.000648773030552467	0	0	0	0.000194164214425615	0.000437718472186826
UL21	L	cluster_1	0.00400002066583335	0.00768651426546163	0.00284090909090909	0.00759161693688765	0.00505329206210052	0.00331934983993128	0	0	0	0.00323624595469256	0.00245089674251193	0.00709219858156028	0.00432973459289249	0.0071153286412142	0.0046879484523879	0.00409489378385326	0.00319027112702697	0.00152106492930672	0	0.00138657792567942	0.00171851298834673	0.00245568547284934	0.00200792742236746
UL20	L	cluster_7	0.000618618639084752	0	0.00403825559257496	0.000624219725343321	0.000312818871444712	7.75103670115878e-05	0	0.00505050505050505	0	0	0.000436551687523874	0.00537634408602151	0	0.0030657625165707	0.00013745704467354	0.000412046772963428	0.00076881610167561	0.00032222540836942	0	0.0021505376344086	0.000893604804096307	0.000723373671632586	0.0007686241960665
UL19	L	cluster_10	0.0071665636318544	0	0.00426136363636364	0.00248204369766311	0.00535544199083745	0.00252578203493507	0.0166666666666667	0.00709219858156028	0	0	0.00359203672730028	0	0	0.00289527907844884	0.00334389352492174	0.00330492823226905	0.00454945019201784	0.00542113903467696	0.00813008130081301	0.00335003232324901	0.00198552127210454	0.00260491013937579	0.00542163931082849
UL18	L	cluster_1	0.0745612408869374	0.0333519404572036	0.0538359709662066	0.0525703887953926	0.0441876390836461	0.0474809132116075	0.0366300366300366	0.0249451466670665	0.0714285714285714	0.0388044455019842	0.0459709272775313	0.0240853872621305	0.0343475446858906	0.0351239802841612	0.048017464751201	0.0494616114446934	0.0366370630009788	0.043740813975706	0	0.0139442633833702	0.035732632686539	0.0367296864673835	0.0336848208858345
UL15	L	cluster_7	0.000565844360591863	0	0	0	0.00025082633091063	0.000363069286641677	0	0	0	0.00354609929078014	0.000232900244937923	0	0	0	0.000703014453203962	0.000565323901790365	0.000431746918225706	0.000106340068513014	0	0.0010752688172043	0.000493311622941678	0.00025216149978727	0.000481030839501466
UL17	L	cluster_1	0.0014738301625388	0	0	0.00190137418571584	0.000696186298301964	0.000727608421361844	0	0	0	0	0.000683955178382915	0	0	0	0.000565557408530423	0.000832316613069227	0.000737092892657699	0.000499895989692686	0	0	0.000317012306805049	0.00063358151971524	0.000800432221408361
UL16	L	cluster_4	0.0218669360440667	0.0164646464646465	0.0256499881009043	0.0156748921634615	0.0230297097888942	0.0235848139329536	0.0366300366300366	0.0222437137330754	0	0.0229866723843541	0.0111926682282557	0.0205392879713503	0.0148298860704876	0.00783503159101688	0.0205682217817621	0.015814066683999	0.0122653992795684	0.0173481581052664	0	0.00775308816208392	0.0324646826296982	0.0220095088781049	0.0142604088542618
UL14	L	cluster_7	0.00222678953590472	0.0102370193159667	0	0	0.00271164276197679	0.00175920038562277	0	0	0	0	0.00054385087146602	0	0	0.00529879821432955	0.00127169185147819	0.00112856747256122	0.000600281509950658	0.000227399245218009	0	0.0021505376344086	0.00127908599201276	0.00107666176030197	0.000857047621106188
UL13	L	cluster_2	0.000384733556115129	0	0.00261780104712042	0	0.000992195432945533	0.000404699777290448	0	0.00709219858156028	0	0.00354609929078014	5.95656519076758e-05	0	0.00304332259219477	0.00289527907844884	0.000450112666886504	0.00038283775321813	0.000129871090098156	5.13166807650878e-06	0	0.00368358673334252	0.000463976557009624	0.000211453941123039	0.000204420288403855
UL12	L	cluster_2	0.00340199266839257	0.0102370193159667	0.00807651118514993	0.0037740333617458	0.00733939190873931	0.0035948525016653	0	0	0	0.0067823452454727	0.000473337062805457	0.0119770041520281	0	0.00543151245513617	0.00100622391877402	0.00100000867362923	0.000835240773737945	0.00017569911543422	0	0.00260831791613822	0.00168416467842379	0.000640625382221117	0.000639254542932495
UL11	L	cluster_4	0.027265760334707	0.0141356547935495	0.0351469538315088	0.0182014414722552	0.0262346003442917	0.036879967930654	0.0333333333333333	0.044839788283628	0.0625	0.0582450185955582	0.0213220847667137	0.0419302740157338	0.0491498893754533	0.0315087145329732	0.0114345894914293	0.0114600240997301	0.0280576200769768	0.0200218543052411	0.0457117806472182	0.0235810706746244	0.035737622888783	0.0240441343559876	0.0290023210693236
UL10	L	cluster_6	0.0218620769054524	0.00378787878787879	0.00545871013802951	0.0199860448237586	0.0254618758429617	0.0130329806960345	0	0.0160186726243134	0	0.00354609929078014	0.0136690788801305	0	0.00389366272824919	0.00669882337034	0.0079972635278933	0.0123934407951942	0.0159483504807494	0.0344950621865503	0	0.007210205213533	0.00652539510648395	0.00947856053364308	0.019940508369185
UL9	L	cluster_11	5.27907888858222e-05	0	0	0	0	0	0	0	0	0	1.73191087685294e-05	0	0	0	0	0	4.56037942356804e-05	0	0	0	0	1.02893361320328e-05	5.71108750528276e-06
UL8	E	cluster_2	0.000315608035993958	0	0	0.00123360424697647	9.86193293885601e-05	0.000375936462666723	0	0	0	0	0.000228323040200678	0.0066006600660066	0	0.00310353171388594	0.000443829593693147	0.000433032725566354	0.000487761151374714	7.86268723561957e-05	0	0.00279540115297724	0.000749116584982264	0.00031992253928362	0.000296396423959028
UL7	E	cluster_8	0.00328640004683181	0.00579257487152224	0.00403825559257496	0.00695256200783416	0.00364710455250318	0.00298063432367787	0	0.00505050505050505	0	0	0.00224837974690593	0	0.00276905634048491	0.00414451116813488	0.00476565166116593	0.00344993316548579	0.00276546450141015	0.00114991886760203	0	0.000554631170271769	0.00348026813416775	0.00133118030973513	0.00192156035620115
UL6	L	cluster_1	0.00128427711985587	0	0	0.000609384521633151	0.000465025872966782	0.000954299641693998	0	0	0	0	0.000248981980120007	0.00537634408602151	0	0	0	0.00043265356928719	0.000400023709207796	0.000233307031484543	0	0	0.000328049071597608	0.00029267399424414	0.000497910159552033
UL5	E	cluster_10	0.000100814782506941	0.00384325713273082	0	0.000609384521633151	0.000580606085634373	0	0	0	0	0	5.09487369827261e-05	0	0.000850340136054422	0.000908265213442325	0.00013745704467354	0.000240904188062829	0.000126400943793714	4.31082003863445e-05	0.00813008130081301	0	6.2445360309729e-05	0.000125758324858005	0.000177988483139011
UL4	L	cluster_4	0.0026080411189501	0	0.00710227272727273	0.00494925219161606	0.00247463134405956	0.00353192208060457	0	0.00387596899224806	0	0	0.00167983022533287	0	0.00581237893267968	0.000908265213442325	0.00260630062230144	0.00224130069160045	0.00233024743688	0.00121820995663834	0	0.00144281675063705	0.0027024936462149	0.00190776719838174	0.00144817605746002
UL3.5	L	cluster_1	0.0316285321267593	0.00568181818181818	0.00284090909090909	0.0199267040089179	0.0193453988445139	0.018269080140282	0	0.00505050505050505	0	0.00354609929078014	0.0175522410452626	0	0.00276905634048491	0.00128700128700129	0.0140482023147389	0.0173692914215201	0.0115243443483284	0.0208234819968558	0.00980392156862745	0.00662158051992199	0.00909871219759696	0.0110692897347127	0.0143729537936444
UL3	L	cluster_1	0.00356022292619044	0	0.00142045454545455	0.0037740333617458	0.00358540181348043	0.00352733400353579	0	0.00387596899224806	0	0	0.00184934853954275	0	0	0	0.00272486535368917	0.00360217012880297	0.00146675360042859	0.000939926647300025	0	0.00162989998747607	0.00242478171151385	0.00211263210062396	0.00154222840304278
UL2	E	cluster_2	0.00332216802581618	0.00573719652667021	0	0.0037740333617458	0.00289462555977129	0.00286970817595977	0	0	0	0	0.000408637832468585	0.0033003300330033	0.00326135852451642	0.00219526650044361	0.000853037644264216	0.00110451015189686	0.000800047418415592	0.000104262212060269	0	0.00233100233100233	0.00130239753714314	0.00076564687536573	0.000744960670838435
UL1	L	cluster_12	0.00403314104545469	0	0.00426136363636364	0.004426968096775	0.00389793088341381	0.00295327646811863	0	0.00709219858156028	0	0	0.00371771771431843	0.00537634408602151	0.00496203879662526	0.00563976509057327	0.00574041712026742	0.00698896184046422	0.00390703503413594	0.0016614318226163	0.00980392156862745	0.00279540115297724	0.00310419139983945	0.003063172694085	0.00384416005941532
EP0	E	cluster_12	0.00417281878242037	0.00378787878787879	0.029242027605902	0.00373048314834976	0.00545091534994038	0.00417905556139519	0.0256410256410256	0.0320373452486268	0	0.0229866723843541	0.00141853150432019	0.0481583161747884	0.017106640226941	0.0277248606128794	0.00490310870583947	0.0043643459824308	0.00359772702112158	0.000683065856557935	0.0526163717519528	0.0488509075595115	0.0171914925713603	0.00589293104617381	0.00457964269207612
ELIE	E	cluster_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.71108750528276e-06
IE180	IE	cluster_3	0.00152185415615991	0	0	0	0.000831432416545003	0.0014465660438921	0	0	0.0625	0	0.00133344269706603	0.00684642932378344	0	0.000908265213442325	0.000715580599590676	0.000908270080822153	0.00127392798457254	0.000569744876196292	0.486459827833572	0.0372455161892122	0.00245913002143679	0.0015792129028527	0.00204892080476557
NOIR	E	cluster_1	0.00103565305815338	0	0	0	0.00131341917279082	0.00167622183778389	0	0	0	0	0.00156906535258284	0.0033003300330033	0.00276905634048491	0.00181653042688465	0.000740755986069848	0.00108933690760547	0.00233420947546237	0.00121876202252096	0	0.00298248438981626	0.00311867027922831	0.00310249255462708	0.00323103223105071
US1	E	cluster_4	0.0866749810221567	0.134132110579479	0.161589719181342	0.161542629767295	0.106127639353212	0.0740708981624753	0	0.0711668890788139	0	0.0848313935904375	0.0514745561946918	0.120524337951983	0.0927329771314734	0.152498093637217	0.210879283182023	0.166635774528924	0.0619991671956302	0.0233429816667058	0.0473457675753228	0.108285549099247	0.111162086640843	0.111166945934319	0.0700273822156218
AZURE	E		2.37432863279896e-05	0	0	0.000609384521633151	0.00015220700152207	0.000116265550517382	0	0.00387596899224806	0	0	0	0	0	0	0	8.8667224745647e-05	0	0	0	0	0	0	0
US3	L	cluster_12	0.000676598305781097	0.00639376218323587	0.00665605663969538	0.00124843945068664	0.0017784450457576	0.000776355473749707	0.0128205128205128	0.00709219858156028	0	0.0181475564294785	0.000483518940745219	0.01344708938979	0.000850340136054422	0.00605627036144747	0.000875049947293837	0.000701065602354971	0.00174136015039852	0.000302504745194806	0.00980392156862745	0.01624002104921	0.00129265996970567	0.000880303236244874	0.00165164191774172
US4	L	cluster_1	0.100358711836525	0.119360269360269	0.0862238219895288	0.102050304769223	0.0659929599718033	0.0776701625255902	0.157875457875458	0.0888124190944577	0.133928571428571	0.100959020044155	0.0635550753207235	0.108907493357435	0.0842903963204715	0.134272106706698	0.0877686249961101	0.0827909995059983	0.0838060085072155	0.0627966201257655	0.0676908974972103	0.0549924624960855	0.0713391378081343	0.0677651715970033	0.102229938457443
US6	L	cluster_1	0.00333425521900498	0.00384325713273082	0.00142045454545455	0.00246720849395294	0.00492930698103235	0.00163443769170446	0	0	0	0	0.00132134244564533	0.0124685426675818	0	0.00198701386500651	0.00159379363033406	0.00264847761843437	0.00129871090098156	0.00171662504187608	0	0.000831946755407654	0.00100869677546847	0.00107718734229931	0.00200517279390547
US7	L	cluster_1	0.0126367076498532	0.0312568669147617	0.00687916468348406	0.0124528133039771	0.0191990428355739	0.0124464423186763	0.0166666666666667	0.0187201055583045	0	0.0067823452454727	0.0102136855379365	0.01344708938979	0.0122788656623243	0.0184145491941582	0.0196510762029213	0.0220747851049146	0.0130059623185306	0.0105590518410158	0.0179340028694405	0.00497993231072508	0.0193502150941173	0.015542314690161	0.0187462735406518
US8	L	cluster_12	0.0101730496764052	0.0159742158426369	0.00261780104712042	0.0176217273580424	0.011710741042076	0.00683637002951499	0	0.0311701877758286	0	0.00745565523739298	0.00416793056436964	0.0208994475288298	0.00411169866057084	0.0230508203048612	0.00684729949125238	0.00654547928494041	0.00609700094200446	0.00351247074183702	0.0277379244380679	0.012624421362546	0.00732969551542901	0.00638692636908586	0.00902839164843464
US9	L	cluster_1	0.0109293365319175	0.00189393939393939	0.00142045454545455	0.0130621978256103	0.00953226997913792	0.00772471028757462	0.0238095238095238	0.0148441365660564	0	0.0135646904909454	0.00930361523596641	0.00537634408602151	0.0147461143701745	0.00456101643900909	0.00376571081558526	0.00617649275755249	0.010174565037336	0.0142358064870899	0	0.00836395815731332	0.00692050848672303	0.00895016976744488	0.0127834425722422
US2	L	cluster_4	0.0465236965880457	0.0900730994152047	0.0471799143265112	0.0469524112673027	0.0378805051685038	0.0504694549343663	0.13040293040293	0.0718266284817497	0.196428571428571	0.0750459550411961	0.0211851261466273	0.121981964840273	0.0823177449117299	0.0725953479584336	0.0263957020800389	0.0251006769815665	0.0271659000781709	0.0123247832144138	0.0220189701897019	0.0743259567262573	0.0456961803569048	0.0188716405213937	0.0169676148852135
NOIR_2	E	cluster_1	0.00104304928903413	0	0	0	0.00131341917279082	0.00167622183778389	0	0	0	0	0.00156906535258284	0.0033003300330033	0.00276905634048491	0.00181653042688465	0.000740755986069848	0.00108933690760547	0.00229207582753113	0.00122120032731394	0	0.00298248438981626	0.00311867027922831	0.00313864875401394	0.003236743318556
